sp,chr,loc,score,msp,mchr,mloc
human,8,42000000,325,human,X,55000000,inversed
human,8,42000000,315,gorilla,8,44000000,inversed
human,8,42000000,286,chimp,10,40000000,inversed
human,8,42000000,273,chimp,4,78000000,inversed
gorilla,18,1000000,1842,chimp,18,14000000,inversed
gorilla,18,1000000,297,chimp,18,13000000,inversed
human,12,71000000,2779,chimp,12,44000000,inversed
human,12,71000000,2427,gorilla,12,57000000,inversed
gorilla,2A,56000000,2152,chimp,2A,18000000,inversed
human,7,100000000,2346,chimp,7,129000000,inversed
human,7,100000000,2018,gorilla,7,126000000,inversed
human,2,42000000,2072,gorilla,2A,42000000,same orientation
human,16,27000000,1991,gorilla,16,29000000,inversed
chimp,5,175000000,2047,human,5,171000000,same orientation
chimp,18,68000000,2312,human,18,47000000,inversed
chimp,18,68000000,1329,gorilla,18,51000000,inversed
chimp,18,68000000,774,gorilla,18,50000000,inversed
gorilla,1,194000000,2207,chimp,1,189000000,same orientation
chimp,11,34000000,2341,human,11,39000000,same orientation
human,20,2000000,1918,gorilla,20,2000000,same orientation
chimp,10,120000000,2438,gorilla,10,103000000,inversed
chimp,5,171000000,2053,gorilla,5,127000000,inversed
gorilla,12,120000000,1950,human,12,117000000,same orientation
chimp,11,94000000,2322,human,11,124000000,inversed
chimp,11,94000000,1983,gorilla,11,126000000,inversed
gorilla,6,104000000,2254,chimp,6,104000000,same orientation
chimp,1,189000000,2302,human,1,187000000,inversed
human,6,116000000,2313,chimp,6,146000000,inversed
human,6,116000000,1224,gorilla,6,145000000,inversed
human,6,116000000,716,gorilla,6,146000000,inversed
chimp,X,143000000,2209,gorilla,X,142000000,inversed
chimp,1,21000000,2211,human,1,20000000,same orientation
chimp,1,21000000,1877,gorilla,1,22000000,same orientation
gorilla,9,2000000,2143,chimp,9,30000000,inversed
gorilla,9,2000000,2114,human,9,33000000,inversed
gorilla,3,96000000,2462,human,3,92000000,inversed
gorilla,3,96000000,2218,chimp,3,97000000,inversed
gorilla,1,22000000,1352,human,1,19000000,same orientation
gorilla,1,22000000,1345,chimp,1,20000000,same orientation
chimp,1,118000000,2450,human,1,117000000,same orientation
chimp,1,118000000,2081,gorilla,1,121000000,same orientation
human,5,40000000,2673,chimp,5,71000000,inversed
chimp,8,14000000,1968,gorilla,8,14000000,same orientation
chimp,1,121000000,2486,human,1,110000000,inversed
chimp,1,121000000,2264,gorilla,1,115000000,inversed
human,20,7000000,2136,chimp,20,19000000,inversed
gorilla,7,68000000,1633,human,7,66000000,inversed
chimp,10,55000000,2211,human,10,52000000,same orientation
chimp,10,55000000,2021,gorilla,10,69000000,same orientation
human,17,30000000,1882,chimp,17,21000000,inversed
chimp,11,131000000,2360,human,11,115000000,same orientation
human,10,95000000,2222,chimp,10,87000000,same orientation
human,9,55000000,2632,chimp,9,57000000,inversed
chimp,10,62000000,2415,human,10,59000000,same orientation
chimp,10,62000000,2284,gorilla,10,76000000,same orientation
human,Y,2000000,2477,chimp,X,110000000,inversed
chimp,11,106000000,2068,human,11,90000000,same orientation
chimp,7,159000000,2302,gorilla,7,157000000,same orientation
gorilla,2A,90000000,2204,chimp,2A,89000000,inversed
gorilla,2A,90000000,328,human,2,87000000,inversed
human,8,84000000,2533,chimp,8,139000000,inversed
chimp,18,36000000,2217,gorilla,18,39000000,same orientation
gorilla,21,29000000,2098,human,21,28000000,inversed
gorilla,1,15000000,1990,chimp,1,13000000,same orientation
gorilla,17,42000000,1918,chimp,5,59000000,inversed
gorilla,17,42000000,290,human,5,51000000,inversed
chimp,8,23000000,1806,human,8,30000000,same orientation
human,4,91000000,2545,chimp,4,98000000,inversed
gorilla,6,11000000,1823,chimp,6,16000000,inversed
human,X,54000000,1860,gorilla,X,55000000,inversed
chimp,19,0,3274,chimp,7,102000000,same orientation
chimp,19,0,1655,chimp,7,103000000,same orientation
chimp,19,0,1501,human,10,17000000,same orientation
chimp,19,0,591,chimp,10,133000000,same orientation
chimp,1,16000000,1985,gorilla,1,17000000,same orientation
chimp,1,16000000,1975,human,1,15000000,same orientation
human,12,105000000,2485,chimp,12,76000000,same orientation
chimp,9,42000000,1049,human,9,40000000,same orientation
chimp,9,42000000,794,chimp,20,27000000,same orientation
chimp,9,42000000,782,chimp,5,64000000,same orientation
chimp,9,42000000,775,gorilla,9,48000000,same orientation
chimp,9,42000000,758,gorilla,9,46000000,same orientation
chimp,9,42000000,749,chimp,19,19000000,same orientation
chimp,9,42000000,742,chimp,20,28000000,same orientation
chimp,9,42000000,724,chimp,22,0,same orientation
chimp,9,42000000,708,gorilla,X,59000000,same orientation
gorilla,2A,38000000,2043,chimp,2A,36000000,inversed
human,1,217000000,2616,chimp,1,219000000,inversed
human,1,217000000,2056,gorilla,1,223000000,inversed
human,20,22000000,2327,chimp,20,4000000,inversed
human,11,0,1875,gorilla,11,0,same orientation
human,11,0,1651,chimp,11,0,same orientation
chimp,2A,73000000,2263,human,2,71000000,same orientation
chimp,2A,73000000,2146,gorilla,2A,72000000,same orientation
human,16,2000000,2009,gorilla,16,0,inversed
human,16,2000000,690,chimp,16,0,inversed
gorilla,12,117000000,1967,human,12,114000000,same orientation
gorilla,6,164000000,880,human,6,161000000,inversed
gorilla,6,164000000,668,chimp,6,163000000,inversed
gorilla,6,164000000,495,gorilla,X,104000000,inversed
gorilla,6,164000000,450,gorilla,2B,53000000,inversed
gorilla,6,164000000,429,chimp,X,69000000,inversed
gorilla,6,164000000,427,human,3,57000000,inversed
gorilla,6,164000000,423,chimp,2B,4000000,inversed
gorilla,6,164000000,415,human,11,51000000,inversed
gorilla,6,164000000,414,gorilla,15,61000000,inversed
gorilla,6,164000000,414,chimp,X,128000000,inversed
gorilla,6,133000000,2297,chimp,6,133000000,same orientation
chimp,19,57000000,1639,human,19,53000000,same orientation
chimp,14,8000000,2197,human,14,7000000,same orientation
chimp,14,8000000,1976,gorilla,14,8000000,same orientation
human,3,76000000,2019,gorilla,3,77000000,same orientation
human,3,76000000,581,human,20,26000000,same orientation
human,3,76000000,544,chimp,20,27000000,same orientation
chimp,3,62000000,2405,human,3,15000000,inversed
chimp,13,98000000,1687,gorilla,13,12000000,same orientation
chimp,6,92000000,2561,human,6,89000000,same orientation
chimp,6,92000000,2112,gorilla,6,91000000,same orientation
chimp,7,34000000,867,human,7,32000000,inversed
chimp,7,34000000,461,gorilla,7,33000000,inversed
human,13,58000000,2498,chimp,13,59000000,same orientation
human,13,58000000,2131,gorilla,13,59000000,same orientation
gorilla,13,77000000,2604,human,13,85000000,inversed
human,16,47000000,2472,chimp,16,48000000,same orientation
human,16,47000000,2131,gorilla,16,51000000,same orientation
human,6,69000000,1759,chimp,6,70000000,same orientation
human,6,69000000,1689,gorilla,6,70000000,same orientation
gorilla,6,107000000,2177,human,6,154000000,inversed
human,4,106000000,1995,gorilla,4,118000000,same orientation
gorilla,17,89000000,2234,chimp,5,14000000,inversed
chimp,3,156000000,2327,gorilla,3,156000000,same orientation
human,17,26000000,2537,chimp,17,29000000,same orientation
chimp,10,26000000,2081,gorilla,10,35000000,inversed
gorilla,2B,8000000,1772,chimp,2B,15000000,inversed
chimp,14,70000000,2329,human,14,56000000,inversed
gorilla,13,14000000,2211,chimp,13,13000000,same orientation
gorilla,13,14000000,2169,human,13,13000000,same orientation
chimp,2B,89000000,2334,gorilla,2B,89000000,same orientation
chimp,2B,89000000,2106,human,2,194000000,same orientation
human,2,17000000,2109,chimp,2A,54000000,same orientation
gorilla,21,10000000,1972,human,21,8000000,same orientation
gorilla,21,10000000,1862,chimp,21,8000000,same orientation
chimp,18,65000000,2431,human,18,50000000,inversed
chimp,18,65000000,2321,gorilla,18,54000000,inversed
gorilla,6,91000000,2459,chimp,6,91000000,same orientation
gorilla,6,91000000,2214,human,6,88000000,same orientation
human,X,37000000,2488,gorilla,X,43000000,inversed
chimp,5,120000000,2379,gorilla,5,106000000,same orientation
human,11,116000000,1526,gorilla,11,87000000,inversed
human,11,116000000,760,gorilla,11,88000000,inversed
chimp,7,207000000,1799,human,7,58000000,same orientation
chimp,7,207000000,967,gorilla,7,59000000,same orientation
chimp,7,207000000,832,chimp,11,51000000,same orientation
chimp,7,207000000,794,gorilla,11,51000000,same orientation
chimp,7,207000000,662,human,11,51000000,same orientation
chimp,7,207000000,604,chimp,10,40000000,same orientation
human,2,170000000,2147,chimp,2B,64000000,same orientation
human,2,170000000,1942,gorilla,2B,65000000,same orientation
human,12,39000000,2226,chimp,12,25000000,same orientation
human,12,39000000,1802,gorilla,12,39000000,same orientation
gorilla,12,113000000,1893,chimp,12,104000000,inversed
human,2,20000000,2503,chimp,2A,57000000,same orientation
gorilla,21,27000000,1427,chimp,21,25000000,same orientation
gorilla,21,27000000,592,chimp,21,24000000,same orientation
chimp,5,117000000,2112,gorilla,5,103000000,same orientation
human,2,147000000,2404,chimp,2B,41000000,same orientation
human,2,147000000,2293,gorilla,2B,41000000,same orientation
gorilla,16,58000000,288,chimp,16,55000000,inversed
human,4,131000000,2697,chimp,4,134000000,same orientation
human,4,131000000,2195,gorilla,4,144000000,same orientation
chimp,3,161000000,2352,gorilla,3,161000000,same orientation
chimp,10,3000000,1864,gorilla,10,2000000,same orientation
human,17,11000000,2166,chimp,17,53000000,same orientation
human,17,11000000,2035,gorilla,17,11000000,same orientation
gorilla,3,187000000,2045,human,3,135000000,inversed
chimp,5,112000000,2413,human,5,110000000,inversed
gorilla,1,206000000,1956,human,1,196000000,inversed
gorilla,20,33000000,2231,human,20,27000000,inversed
gorilla,13,23000000,2223,chimp,13,22000000,same orientation
human,9,36000000,2222,gorilla,9,39000000,inversed
human,2,125000000,2714,chimp,2B,34000000,inversed
human,2,125000000,2461,gorilla,2B,35000000,inversed
gorilla,2B,32000000,2327,chimp,2B,31000000,same orientation
human,17,53000000,1367,chimp,17,40000000,inversed
human,17,53000000,774,gorilla,5,23000000,inversed
human,17,53000000,453,chimp,17,82000000,inversed
gorilla,12,42000000,2247,human,12,41000000,same orientation
gorilla,12,42000000,2226,chimp,12,28000000,same orientation
chimp,1,142000000,1952,gorilla,1,171000000,inversed
gorilla,20,46000000,1776,human,20,43000000,same orientation
gorilla,20,46000000,1746,chimp,20,46000000,same orientation
chimp,8,132000000,2227,human,8,91000000,inversed
chimp,8,132000000,1893,gorilla,8,94000000,inversed
human,1,75000000,2226,gorilla,1,58000000,inversed
chimp,X,9000000,2678,human,X,6000000,inversed
chimp,X,9000000,2197,gorilla,X,8000000,inversed
human,4,26000000,2345,chimp,4,27000000,same orientation
human,4,26000000,2165,gorilla,4,26000000,same orientation
gorilla,7,101000000,2226,chimp,7,104000000,same orientation
chimp,9,96000000,2196,gorilla,9,103000000,same orientation
human,2,219000000,2352,chimp,2B,118000000,inversed
human,2,219000000,1975,gorilla,2B,119000000,inversed
human,22,11000000,2138,chimp,22,23000000,inversed
gorilla,2A,0,1658,human,2,0,same orientation
gorilla,2A,0,270,human,13,95000000,same orientation
gorilla,10,106000000,1723,human,10,88000000,inversed
gorilla,10,106000000,1665,chimp,10,117000000,inversed
chimp,12,76000000,1950,gorilla,12,76000000,inversed
human,11,17000000,2438,chimp,11,11000000,same orientation
chimp,7,107000000,2294,human,7,121000000,inversed
chimp,1,3000000,1611,human,1,2000000,inversed
human,1,39000000,2238,chimp,1,32000000,same orientation
gorilla,8,37000000,2035,human,8,30000000,inversed
gorilla,8,37000000,1888,chimp,8,22000000,inversed
human,19,43000000,2221,gorilla,19,43000000,same orientation
gorilla,1,192000000,2316,human,1,188000000,inversed
chimp,16,20000000,1339,human,16,19000000,inversed
chimp,16,20000000,1158,gorilla,16,21000000,inversed
gorilla,15,25000000,2239,chimp,15,23000000,same orientation
gorilla,1,177000000,2193,chimp,1,173000000,same orientation
human,10,84000000,2201,gorilla,10,110000000,inversed
chimp,9,71000000,1827,gorilla,9,78000000,inversed
gorilla,14,44000000,1981,human,14,43000000,same orientation
gorilla,14,44000000,1920,chimp,14,44000000,same orientation
gorilla,15,71000000,2091,chimp,15,71000000,inversed
human,5,47000000,2183,gorilla,17,45000000,same orientation
human,X,25000000,2133,gorilla,X,27000000,same orientation
chimp,1,32000000,1670,gorilla,1,33000000,inversed
gorilla,11,27000000,2342,human,11,32000000,inversed
gorilla,11,27000000,2057,chimp,11,26000000,inversed
chimp,10,134000000,796,human,10,45000000,same orientation
chimp,10,134000000,688,gorilla,10,62000000,same orientation
chimp,10,134000000,486,gorilla,10,61000000,same orientation
chimp,10,134000000,309,human,10,21000000,same orientation
chimp,5,64000000,1920,human,5,46000000,inversed
chimp,5,64000000,1148,gorilla,17,46000000,inversed
human,15,69000000,2094,gorilla,15,72000000,same orientation
chimp,3,157000000,2858,human,3,164000000,inversed
chimp,21,32000000,2063,human,21,32000000,inversed
chimp,21,32000000,1911,gorilla,21,34000000,inversed
human,5,70000000,2319,chimp,5,22000000,same orientation
human,5,70000000,1974,gorilla,17,25000000,same orientation
human,X,12000000,2374,gorilla,X,14000000,same orientation
human,3,25000000,1744,chimp,3,52000000,inversed
human,3,25000000,1276,gorilla,3,52000000,inversed
human,3,25000000,293,chimp,3,199000000,inversed
chimp,10,103000000,2164,human,10,109000000,same orientation
gorilla,19,38000000,1962,human,19,37000000,same orientation
chimp,17,59000000,2271,gorilla,5,2000000,inversed
human,7,1000000,2290,chimp,7,212000000,inversed
human,10,41000000,2070,gorilla,10,55000000,same orientation
human,1,148000000,2457,chimp,1,173000000,inversed
human,1,148000000,2425,gorilla,1,177000000,inversed
human,18,15000000,962,human,2,140000000,same orientation
human,18,15000000,939,chimp,2B,17000000,same orientation
human,18,15000000,822,human,7,57000000,same orientation
human,18,15000000,814,chimp,18,0,same orientation
human,18,15000000,658,gorilla,5,57000000,same orientation
human,18,15000000,506,human,16,30000000,same orientation
human,18,15000000,494,gorilla,2A,91000000,same orientation
human,18,15000000,470,chimp,16,31000000,same orientation
human,18,15000000,470,gorilla,16,34000000,same orientation
human,8,138000000,2122,chimp,8,84000000,inversed
chimp,10,81000000,2316,gorilla,10,95000000,same orientation
gorilla,14,73000000,1928,chimp,14,73000000,same orientation
gorilla,13,9000000,1110,human,13,11000000,inversed
gorilla,13,9000000,626,human,13,12000000,inversed
gorilla,13,9000000,352,chimp,13,8000000,inversed
gorilla,5,88000000,2004,chimp,5,101000000,same orientation
human,11,20000000,1805,chimp,11,14000000,same orientation
chimp,2A,90000000,1337,gorilla,2A,90000000,same orientation
chimp,2A,90000000,329,human,2,88000000,same orientation
gorilla,15,12000000,2392,chimp,15,10000000,same orientation
gorilla,4,112000000,1922,chimp,4,90000000,inversed
gorilla,4,112000000,316,human,4,99000000,inversed
gorilla,1,140000000,1541,chimp,1,136000000,same orientation
human,4,11000000,2165,chimp,4,11000000,same orientation
human,4,11000000,1956,gorilla,4,11000000,same orientation
chimp,X,180000000,1910,gorilla,X,151000000,same orientation
gorilla,7,136000000,1936,chimp,7,138000000,same orientation
gorilla,7,136000000,1926,human,7,131000000,same orientation
chimp,X,70000000,1471,gorilla,X,73000000,inversed
gorilla,18,59000000,2206,human,18,55000000,same orientation
human,X,140000000,1435,gorilla,X,149000000,same orientation
human,5,118000000,2880,chimp,5,104000000,inversed
human,5,118000000,2367,gorilla,5,91000000,inversed
chimp,2A,23000000,2472,human,2,50000000,inversed
chimp,2A,23000000,2270,gorilla,2A,51000000,inversed
human,15,60000000,2470,chimp,15,61000000,inversed
chimp,16,64000000,1581,gorilla,16,66000000,same orientation
human,8,109000000,2363,gorilla,8,112000000,same orientation
gorilla,5,38000000,2442,chimp,17,11000000,inversed
human,11,36000000,2801,gorilla,11,23000000,inversed
gorilla,2B,11000000,2114,chimp,2B,12000000,inversed
gorilla,3,139000000,1143,chimp,3,139000000,same orientation
gorilla,10,95000000,1168,human,10,77000000,inversed
gorilla,10,95000000,1151,human,10,78000000,inversed
chimp,6,71000000,2369,human,6,69000000,same orientation
chimp,6,71000000,2147,gorilla,6,71000000,same orientation
human,3,46000000,2306,chimp,3,31000000,inversed
human,3,46000000,2054,gorilla,3,31000000,inversed
gorilla,7,13000000,2094,chimp,7,187000000,same orientation
gorilla,7,13000000,2027,chimp,7,11000000,same orientation
gorilla,7,13000000,1992,human,7,12000000,same orientation
gorilla,17,89000000,1982,human,5,5000000,same orientation
human,3,95000000,2441,chimp,3,100000000,same orientation
chimp,2A,40000000,2261,human,2,34000000,inversed
chimp,2A,40000000,2080,gorilla,2A,34000000,inversed
human,2,193000000,2376,chimp,2B,87000000,same orientation
human,2,193000000,2177,gorilla,2B,88000000,same orientation
gorilla,5,90000000,2455,human,5,119000000,inversed
gorilla,8,145000000,1887,chimp,8,144000000,same orientation
gorilla,6,72000000,2157,human,6,70000000,same orientation
gorilla,6,72000000,1160,chimp,6,71000000,same orientation
gorilla,6,72000000,971,chimp,6,72000000,same orientation
chimp,7,10000000,2062,gorilla,7,11000000,same orientation
chimp,7,10000000,1741,human,7,11000000,same orientation
chimp,7,10000000,638,human,7,10000000,same orientation
human,1,183000000,2560,chimp,1,193000000,inversed
human,1,183000000,1086,gorilla,1,197000000,inversed
human,1,183000000,944,gorilla,1,198000000,inversed
chimp,22,0,1113,human,22,2000000,inversed
chimp,22,0,807,chimp,2B,131000000,inversed
chimp,22,0,587,human,14,0,inversed
chimp,22,0,572,human,15,0,inversed
chimp,22,0,519,chimp,10,40000000,inversed
chimp,22,0,401,human,9,40000000,inversed
chimp,22,0,263,chimp,2B,132000000,inversed
chimp,X,13000000,2453,human,X,43000000,inversed
chimp,X,13000000,2302,gorilla,X,46000000,inversed
gorilla,9,85000000,1886,human,9,83000000,inversed
gorilla,9,85000000,1855,chimp,9,85000000,inversed
chimp,4,125000000,2150,gorilla,4,134000000,same orientation
chimp,4,125000000,2077,human,4,121000000,same orientation
chimp,17,32000000,1630,gorilla,5,57000000,same orientation
chimp,17,32000000,258,human,20,26000000,same orientation
chimp,20,29000000,1083,gorilla,7,59000000,same orientation
chimp,20,29000000,1040,chimp,8,43000000,same orientation
chimp,20,29000000,1025,chimp,3,101000000,same orientation
chimp,20,29000000,968,chimp,10,40000000,same orientation
chimp,20,29000000,901,human,7,58000000,same orientation
chimp,20,29000000,875,gorilla,10,42000000,same orientation
chimp,20,29000000,862,gorilla,10,43000000,same orientation
chimp,20,29000000,823,human,19,24000000,same orientation
chimp,20,29000000,796,gorilla,10,44000000,same orientation
chimp,16,43000000,1411,human,16,32000000,inversed
chimp,16,43000000,1300,human,16,30000000,inversed
chimp,16,43000000,926,human,16,31000000,inversed
chimp,16,43000000,798,human,7,58000000,inversed
chimp,16,43000000,751,chimp,2A,90000000,inversed
chimp,16,43000000,748,chimp,17,30000000,inversed
chimp,16,43000000,713,gorilla,9,49000000,inversed
chimp,16,43000000,699,chimp,1,124000000,inversed
chimp,16,43000000,667,human,22,2000000,inversed
chimp,4,112000000,2291,human,4,47000000,same orientation
chimp,4,112000000,2063,gorilla,4,48000000,same orientation
human,15,4000000,1952,chimp,15,3000000,same orientation
human,15,4000000,1840,gorilla,15,4000000,same orientation
chimp,20,28000000,1041,chimp,5,64000000,inversed
chimp,20,28000000,919,gorilla,11,51000000,inversed
chimp,20,28000000,913,gorilla,X,59000000,inversed
chimp,20,28000000,890,chimp,19,19000000,inversed
chimp,20,28000000,834,gorilla,7,59000000,inversed
chimp,20,28000000,827,gorilla,12,35000000,inversed
chimp,3,182000000,1861,gorilla,3,182000000,same orientation
gorilla,5,109000000,2311,human,5,100000000,inversed
chimp,12,15000000,2455,human,12,16000000,inversed
chimp,12,15000000,1550,gorilla,12,16000000,inversed
chimp,12,15000000,759,gorilla,12,17000000,inversed
human,14,19000000,292,gorilla,14,19000000,inversed
human,12,118000000,2300,chimp,12,97000000,inversed
gorilla,6,45000000,1956,chimp,6,44000000,same orientation
chimp,7,27000000,2336,human,7,27000000,same orientation
chimp,7,27000000,2265,gorilla,7,28000000,same orientation
human,4,103000000,2474,chimp,4,86000000,inversed
human,5,134000000,1996,chimp,5,159000000,same orientation
chimp,3,134000000,2047,human,3,187000000,inversed
gorilla,22,5000000,1013,human,2,88000000,inversed
gorilla,22,5000000,918,chimp,22,2000000,inversed
gorilla,22,5000000,344,chimp,22,38000000,inversed
gorilla,22,5000000,344,human,22,6000000,inversed
human,2,97000000,1982,chimp,2A,97000000,inversed
human,2,97000000,1622,gorilla,2A,98000000,inversed
gorilla,11,44000000,1776,chimp,11,10000000,inversed
gorilla,11,44000000,1726,human,11,15000000,inversed
chimp,6,46000000,2279,gorilla,6,46000000,same orientation
gorilla,7,24000000,1640,chimp,7,183000000,same orientation
gorilla,7,24000000,1617,human,7,23000000,same orientation
gorilla,7,24000000,1460,chimp,7,22000000,same orientation
gorilla,1,229000000,1466,chimp,1,225000000,same orientation
gorilla,1,229000000,1119,human,1,218000000,same orientation
gorilla,1,229000000,353,human,1,219000000,same orientation
gorilla,1,159000000,2026,human,1,166000000,inversed
gorilla,1,159000000,1947,chimp,1,154000000,inversed
chimp,1,51000000,2158,gorilla,1,81000000,inversed
gorilla,15,12000000,2446,human,15,19000000,inversed
gorilla,8,129000000,2351,chimp,8,97000000,inversed
chimp,16,53000000,2060,human,16,51000000,same orientation
chimp,16,53000000,1643,gorilla,16,55000000,same orientation
chimp,9,12000000,2237,gorilla,9,20000000,inversed
chimp,3,59000000,1813,gorilla,3,59000000,same orientation
chimp,8,95000000,1549,human,8,130000000,same orientation
chimp,1,199000000,1879,gorilla,1,203000000,same orientation
human,X,47000000,2240,chimp,X,177000000,same orientation
human,X,47000000,2170,chimp,X,49000000,same orientation
human,X,47000000,2071,gorilla,X,50000000,same orientation
gorilla,2A,49000000,2115,human,2,48000000,same orientation
human,5,25000000,2135,chimp,5,86000000,same orientation
human,5,25000000,1736,gorilla,17,68000000,same orientation
gorilla,9,43000000,1088,human,9,39000000,inversed
gorilla,9,43000000,996,human,2,89000000,inversed
gorilla,9,43000000,528,chimp,9,41000000,inversed
gorilla,9,43000000,489,chimp,13,98000000,inversed
gorilla,9,43000000,395,human,18,14000000,inversed
gorilla,9,43000000,393,human,Y,7000000,inversed
gorilla,9,43000000,287,human,6,50000000,inversed
human,1,159000000,2371,chimp,1,146000000,same orientation
human,22,10000000,1971,gorilla,22,10000000,same orientation
human,3,28000000,1718,chimp,3,49000000,inversed
human,3,28000000,1503,gorilla,3,49000000,inversed
chimp,6,109000000,2160,gorilla,6,108000000,same orientation
human,11,58000000,2222,chimp,11,58000000,inversed
human,10,14000000,2103,chimp,10,36000000,same orientation
human,1,145000000,2243,chimp,1,176000000,inversed
human,1,145000000,1733,gorilla,1,180000000,inversed
human,8,135000000,2396,gorilla,8,134000000,inversed
gorilla,7,8000000,2112,chimp,7,6000000,same orientation
gorilla,7,8000000,2083,human,7,7000000,same orientation
gorilla,14,26000000,2269,human,14,25000000,same orientation
gorilla,14,26000000,2124,chimp,14,25000000,same orientation
chimp,2A,86000000,290,gorilla,2A,85000000,inversed
gorilla,5,56000000,1287,chimp,17,28000000,inversed
gorilla,5,56000000,1245,human,17,25000000,inversed
gorilla,15,47000000,2272,chimp,15,45000000,same orientation
gorilla,10,53000000,3025,gorilla,7,59000000,inversed
gorilla,10,53000000,1845,gorilla,19,24000000,inversed
gorilla,10,53000000,1042,gorilla,5,141000000,inversed
gorilla,10,53000000,991,gorilla,2A,24000000,inversed
gorilla,10,53000000,990,gorilla,15,55000000,inversed
gorilla,10,53000000,936,gorilla,X,13000000,inversed
gorilla,10,53000000,903,gorilla,15,0,inversed
gorilla,1,115000000,2050,human,1,110000000,same orientation
human,19,21000000,1694,gorilla,19,21000000,same orientation
human,3,80000000,2628,chimp,3,81000000,inversed
gorilla,10,58000000,1016,chimp,10,47000000,same orientation
gorilla,10,58000000,466,chimp,10,85000000,same orientation
gorilla,10,58000000,466,human,10,82000000,same orientation
gorilla,10,58000000,340,chimp,10,134000000,same orientation
gorilla,8,96000000,1955,human,8,93000000,same orientation
human,4,44000000,2528,chimp,4,45000000,same orientation
human,4,44000000,2245,gorilla,4,45000000,same orientation
gorilla,18,10000000,1948,chimp,18,5000000,inversed
human,5,115000000,2456,chimp,5,107000000,inversed
human,5,115000000,2226,gorilla,5,94000000,inversed
gorilla,22,6000000,1913,human,22,5000000,same orientation
human,X,115000000,2417,chimp,X,123000000,same orientation
human,X,115000000,2204,gorilla,X,123000000,same orientation
human,Y,11000000,1224,chimp,Y,21000000,same orientation
human,Y,11000000,817,chimp,Y,20000000,same orientation
human,2,214000000,2111,chimp,2B,110000000,inversed
human,2,214000000,1781,gorilla,2B,111000000,inversed
human,10,21000000,2196,chimp,10,15000000,inversed
human,10,21000000,1679,gorilla,10,15000000,inversed
human,4,73000000,2042,gorilla,4,84000000,same orientation
human,4,73000000,274,gorilla,4,85000000,same orientation
gorilla,7,154000000,1946,chimp,7,155000000,same orientation
gorilla,7,154000000,343,chimp,7,198000000,same orientation
human,14,77000000,2106,chimp,14,85000000,inversed
human,14,77000000,2068,gorilla,14,85000000,inversed
human,X,122000000,2160,chimp,X,130000000,same orientation
human,X,122000000,1468,gorilla,X,130000000,same orientation
chimp,1,97000000,2439,human,1,90000000,same orientation
gorilla,X,42000000,1545,human,X,38000000,inversed
gorilla,X,42000000,1543,chimp,X,17000000,inversed
gorilla,5,3000000,1803,chimp,17,58000000,inversed
gorilla,5,3000000,1736,human,17,73000000,inversed
gorilla,X,88000000,2037,human,Y,1000000,same orientation
human,9,38000000,2309,chimp,9,34000000,same orientation
human,11,42000000,1922,chimp,11,36000000,same orientation
chimp,1,97000000,2452,gorilla,1,98000000,inversed
chimp,11,82000000,2415,gorilla,11,82000000,same orientation
gorilla,15,70000000,1705,human,15,66000000,same orientation
human,2,51000000,2846,chimp,2A,22000000,inversed
gorilla,1,122000000,2188,chimp,1,118000000,same orientation
gorilla,1,122000000,2117,human,1,117000000,same orientation
human,18,62000000,2291,chimp,18,53000000,inversed
human,19,16000000,1880,chimp,19,17000000,same orientation
human,19,16000000,1385,gorilla,19,16000000,same orientation
gorilla,11,82000000,1739,human,11,70000000,inversed
human,10,23000000,2117,chimp,10,14000000,same orientation
human,8,59000000,2439,chimp,8,60000000,same orientation
human,8,59000000,2216,gorilla,8,60000000,same orientation
human,10,89000000,1552,gorilla,10,105000000,inversed
gorilla,18,4000000,1292,human,18,3000000,same orientation
gorilla,18,4000000,979,human,18,4000000,same orientation
gorilla,4,87000000,1668,chimp,4,52000000,inversed
gorilla,14,11000000,2222,chimp,14,10000000,same orientation
gorilla,14,11000000,2187,human,14,10000000,same orientation
human,X,70000000,2332,chimp,X,72000000,same orientation
human,5,12000000,2162,gorilla,17,81000000,same orientation
chimp,5,69000000,2343,human,5,42000000,inversed
chimp,5,69000000,1434,gorilla,17,52000000,inversed
human,22,27000000,2312,chimp,22,27000000,same orientation
human,22,27000000,2160,gorilla,22,28000000,same orientation
gorilla,8,92000000,1887,chimp,8,134000000,inversed
gorilla,1,137000000,2343,human,1,129000000,inversed
chimp,4,147000000,2098,gorilla,4,156000000,same orientation
chimp,4,147000000,1834,human,4,142000000,same orientation
chimp,4,147000000,752,human,4,143000000,same orientation
chimp,12,118000000,1990,human,12,82000000,same orientation
chimp,2B,104000000,2401,human,2,208000000,same orientation
chimp,2B,104000000,2053,gorilla,2B,104000000,same orientation
human,2,32000000,1835,chimp,2A,42000000,inversed
gorilla,13,95000000,2057,chimp,13,94000000,same orientation
gorilla,13,95000000,978,human,13,92000000,same orientation
chimp,3,191000000,1666,human,3,130000000,inversed
chimp,17,67000000,2109,human,17,63000000,same orientation
human,3,117000000,1989,chimp,3,95000000,same orientation
gorilla,2A,103000000,1944,human,2,92000000,inversed
chimp,12,18000000,2361,human,12,13000000,inversed
chimp,12,18000000,2187,gorilla,12,13000000,inversed
gorilla,5,104000000,2187,human,5,105000000,inversed
