,sp,chr,loc,scr,ms,mc,ml,orientation
16952,gorilla,10,88000000,1650.8629999999994,chimp,10,76000000,same
16959,gorilla,X,36000000,1746.9468,human,X,33000000,inversed
16966,gorilla,6,60000000,793.0924,chimp,5,14000000,same
16969,gorilla,5,158000000,1705.0859,human,5,152000000,same
16971,gorilla,4,35000000,1504.6136,human,4,34000000,inversed
16977,gorilla,4,159000000,1867.3965,chimp,4,149000000,inversed
16986,gorilla,14,11000000,1575.9495,chimp,14,10000000,inversed
16995,gorilla,3,48000000,290.77484,human,X,66000000,same
16997,gorilla,9,49000000,2137.1802,chimp,9,66000000,inversed
16998,gorilla,14,26000000,1710.4053,human,14,25000000,inversed
17001,gorilla,6,57000000,259.26907,human,9,18000000,same
17002,gorilla,2A,49000000,1497.5238,human,2,48000000,inversed
17017,gorilla,5,63000000,1952.2849,chimp,17,36000000,inversed
17023,gorilla,15,47000000,1599.8644,chimp,15,45000000,inversed
17026,gorilla,8,28000000,1650.6216,human,8,26000000,inversed
17038,gorilla,11,100000000,619.31665,chimp,11,120000000,same
17042,gorilla,7,116000000,289.1052,chimp,Y,16000000,same
17044,gorilla,6,99000000,1571.754,chimp,6,99000000,inversed
17046,gorilla,1,187000000,1827.7704,chimp,1,182000000,inversed
17048,gorilla,9,87000000,1748.2981,human,9,81000000,same
17049,gorilla,1,160000000,1681.7828,human,1,165000000,same
17050,gorilla,3,86000000,1164.4406,human,3,84000000,inversed
17052,gorilla,6,117000000,1639.8616,chimp,6,117000000,inversed
17055,gorilla,1,157000000,1930.527,chimp,1,156000000,same
17060,gorilla,6,120000000,1179.3401,human,6,141000000,inversed
17062,gorilla,13,95000000,2000.2902,chimp,13,94000000,inversed
17065,gorilla,7,121000000,1716.4346,human,7,105000000,same
17070,gorilla,2B,84000000,1737.2239,human,2,188000000,inversed
17091,gorilla,15,74000000,1454.5244,chimp,15,68000000,same
17130,gorilla,12,113000000,1703.6877,human,12,110000000,inversed
17151,gorilla,2B,50000000,1580.0336,human,2,155000000,inversed
17153,gorilla,12,20000000,1579.9401,human,12,19000000,inversed
17156,gorilla,20,24000000,1704.0376,human,20,23000000,inversed
17161,gorilla,X,128000000,1765.5337,human,X,119000000,inversed
17165,gorilla,3,1000000,1053.4108,human,3,9000000,same
17167,gorilla,3,65000000,1800.3341,chimp,3,64000000,inversed
17169,gorilla,10,105000000,1416.315,chimp,10,118000000,same
17173,gorilla,7,112000000,1367.905,chimp,7,114000000,inversed
17178,gorilla,7,125000000,1715.9283,chimp,7,127000000,inversed
17182,gorilla,13,76000000,1750.3878,chimp,13,75000000,inversed
17184,gorilla,16,69000000,1476.5763,chimp,16,66000000,inversed
17188,gorilla,3,52000000,1455.6589999999999,chimp,3,51000000,inversed
17191,gorilla,10,132000000,1645.3670000000006,human,10,99000000,same
17195,gorilla,20,13000000,909.8693,human,20,12000000,inversed
17198,gorilla,8,32000000,829.5589,chimp,8,27000000,same
17202,gorilla,2B,67000000,1440.4259,chimp,2B,66000000,inversed
17205,gorilla,12,17000000,1500.9991,human,12,16000000,inversed
17210,gorilla,11,68000000,499.55096,chimp,Y,2000000,same
17213,gorilla,2A,18000000,962.86774,chimp,2A,56000000,same
17216,gorilla,3,148000000,1351.7762,chimp,3,148000000,inversed
17226,gorilla,15,16000000,1445.77,chimp,15,19000000,same
17249,gorilla,X,80000000,1332.2667,human,X,75000000,inversed
17253,gorilla,8,103000000,1223.1761,human,8,99000000,inversed
17254,gorilla,15,21000000,1195.434,chimp,15,14000000,same
17262,gorilla,3,198000000,290.27022999999997,chimp,X,72000000,same
17269,gorilla,7,8000000,1475.0632,human,7,7000000,inversed
17274,gorilla,4,83000000,1663.5345,human,4,71000000,inversed
17281,gorilla,5,109000000,1349.869,chimp,5,122000000,inversed
17285,gorilla,6,18000000,1308.9781,human,6,17000000,inversed
17287,gorilla,13,23000000,1530.8107,chimp,13,22000000,inversed
17290,gorilla,21,27000000,1804.0914,chimp,21,24000000,inversed
17293,gorilla,1,52000000,1909.371,chimp,1,80000000,same
17297,gorilla,20,46000000,1787.6244,human,20,43000000,inversed
17303,gorilla,7,79000000,1294.9471,chimp,7,81000000,inversed
17304,gorilla,12,42000000,1691.5634,chimp,12,28000000,inversed
17307,gorilla,2B,32000000,1359.3737,chimp,2B,31000000,inversed
17309,gorilla,4,1000000,290.29926,human,11,0,same
17310,gorilla,3,3000000,1597.1067,chimp,3,2000000,inversed
17314,gorilla,12,92000000,1456.6322,chimp,12,125000000,same
17317,gorilla,21,7000000,1589.1934,human,21,5000000,inversed
17322,gorilla,21,10000000,1425.5889,human,21,8000000,inversed
17326,gorilla,1,65000000,1230.2886,human,1,69000000,same
17328,gorilla,1,131000000,1693.6709,human,1,123000000,inversed
17329,gorilla,9,31000000,1351.8712,human,9,5000000,same
17331,gorilla,3,30000000,1650.8218,chimp,3,29000000,inversed
17335,gorilla,7,147000000,1139.4543,human,11,53000000,inversed
17336,gorilla,13,14000000,1613.6705,chimp,13,13000000,inversed
17344,gorilla,11,126000000,1624.8575,human,11,123000000,inversed
17354,gorilla,17,72000000,662.8002,chimp,5,89000000,same
17383,gorilla,16,24000000,1562.4126,human,16,20000000,same
17397,gorilla,X,2000000,1414.3744,human,X,0,inversed
17401,gorilla,7,86000000,1264.7095,chimp,7,88000000,inversed
17409,gorilla,18,72000000,1410.8069,human,18,67000000,inversed
17410,gorilla,9,4000000,764.72144,human,9,31000000,inversed
17413,gorilla,21,1000000,583.74994,chimp,7,212000000,same
17415,gorilla,22,22000000,1512.7722,human,22,21000000,inversed
17417,gorilla,15,39000000,1614.5127,chimp,15,37000000,inversed
17418,gorilla,8,56000000,1224.5071,chimp,8,56000000,inversed
17422,gorilla,4,110000000,1717.7733,human,4,97000000,inversed
17427,gorilla,14,58000000,1136.0408,chimp,14,58000000,inversed
17428,gorilla,3,180000000,1767.1887,chimp,3,179000000,inversed
17431,gorilla,3,36000000,727.6107,chimp,3,35000000,same
17435,gorilla,2A,37000000,1508.5178,human,2,36000000,inversed
17441,gorilla,5,126000000,1484.9921,chimp,5,172000000,same
17442,gorilla,11,70000000,1000.7302,human,11,81000000,inversed
17445,gorilla,11,97000000,1581.0966,human,11,107000000,same
17453,gorilla,4,127000000,1461.6237,chimp,4,117000000,inversed
17458,gorilla,11,2000000,1011.0879,human,11,1000000,inversed
17459,gorilla,14,88000000,495.426,human,15,0,same
17463,gorilla,22,15000000,1509.6564,human,22,14000000,inversed
17467,gorilla,10,11000000,1575.819,chimp,10,10000000,inversed
17468,gorilla,X,48000000,1809.6556,human,X,44000000,inversed
17471,gorilla,18,45000000,1693.3885,human,18,41000000,inversed
17475,gorilla,13,89000000,1629.2616,chimp,13,88000000,inversed
17487,gorilla,X,107000000,1418.8457,chimp,X,91000000,same
17495,gorilla,2B,98000000,1347.2074,human,2,202000000,inversed
17517,gorilla,17,27000000,1398.9414,human,5,21000000,same
17519,gorilla,12,9000000,1807.2160000000001,chimp,12,9000000,inversed
17534,gorilla,6,85000000,1620.9955,human,6,82000000,inversed
17536,gorilla,2A,55000000,1035.288,human,2,54000000,inversed
17541,gorilla,4,172000000,1373.4983,human,4,158000000,inversed
17550,gorilla,9,55000000,1491.7953,chimp,9,47000000,inversed
17561,gorilla,18,10000000,1368.7682,human,18,9000000,inversed
17568,gorilla,10,73000000,1515.6274,human,10,56000000,inversed
17570,gorilla,5,48000000,1448.2820000000006,human,17,29000000,inversed
17571,gorilla,18,27000000,1204.9966,chimp,18,23000000,inversed
17572,gorilla,16,2000000,254.35553,chimp,16,1000000,inversed
17583,gorilla,4,145000000,1020.4185,chimp,4,135000000,inversed
17586,gorilla,3,132000000,1537.7723,chimp,3,132000000,same
17592,gorilla,9,62000000,1447.625,chimp,9,54000000,inversed
17595,gorilla,2A,62000000,1484.9725,chimp,2A,62000000,inversed
17601,gorilla,5,144000000,1558.3784,chimp,5,154000000,same
17603,gorilla,4,29000000,931.678,chimp,4,29000000,inversed
17606,gorilla,9,6000000,1599.8503,chimp,9,26000000,same
21,gorilla,3,196000000,436.32584,human,1,112000000,same
24,gorilla,11,51000000,1521.9384,chimp,7,59000000,same
36,gorilla,19,32000000,368.3283,human,19,31000000,same
53,gorilla,22,0,947.342,chimp,14,0,inversed
67,gorilla,15,1000000,682.89575,chimp,2B,17000000,same
76,gorilla,7,40000000,1785.6036,chimp,7,38000000,inversed
83,gorilla,21,9000000,1479.4884,human,21,7000000,inversed
100,gorilla,7,149000000,1496.5114,chimp,7,201000000,inversed
115,gorilla,16,32000000,1208.2183,human,16,28000000,inversed
121,gorilla,10,106000000,1298.6841,chimp,10,117000000,inversed
126,gorilla,20,48000000,1596.8174,human,20,45000000,inversed
136,gorilla,7,77000000,1426.97,chimp,7,79000000,inversed
139,gorilla,5,165000000,1162.417,chimp,5,178000000,inversed
149,gorilla,4,183000000,1619.1029,human,4,169000000,inversed
162,gorilla,22,2000000,1533.4205,chimp,22,36000000,inversed
167,gorilla,2B,101000000,1501.8319,human,2,204000000,inversed
206,gorilla,2A,93000000,492.44785,chimp,2A,109000000,inversed
214,gorilla,19,50000000,290.8395700000001,chimp,19,51000000,same
222,gorilla,6,43000000,1672.2909,chimp,6,42000000,inversed
236,gorilla,X,15000000,339.85687,human,Y,16000000,same
239,gorilla,2B,69000000,1441.8793,human,2,173000000,inversed
243,gorilla,7,22000000,1596.5955,human,7,21000000,inversed
253,gorilla,7,15000000,1420.3181,chimp,7,13000000,inversed
256,gorilla,X,126000000,1681.1301,human,X,117000000,inversed
264,gorilla,16,50000000,959.4201,human,16,45000000,inversed
274,gorilla,6,74000000,1255.4012,human,6,72000000,inversed
280,gorilla,12,36000000,271.72742,chimp,X,62000000,same
282,gorilla,2B,46000000,363.4006,chimp,2B,45000000,same
298,gorilla,12,7000000,1220.0510000000004,human,12,6000000,inversed
329,gorilla,22,4000000,610.9358,human,22,3000000,same
336,gorilla,2B,96000000,1352.0902,human,2,200000000,inversed
337,gorilla,5,88000000,278.94876,chimp,5,101000000,same
344,gorilla,5,46000000,660.3295,chimp,17,19000000,inversed
346,gorilla,18,29000000,284.89743,chimp,19,51000000,inversed
378,gorilla,4,27000000,1552.8529,human,4,26000000,inversed
388,gorilla,4,10000000,1616.7996,human,4,9000000,inversed
395,gorilla,14,34000000,1269.4419,chimp,14,34000000,inversed
406,gorilla,15,55000000,1441.1411,human,15,52000000,inversed
416,gorilla,5,71000000,1454.6332,human,5,82000000,inversed
438,gorilla,8,96000000,430.26172,chimp,Y,21000000,same
440,gorilla,7,88000000,1372.1162,chimp,7,168000000,inversed
443,gorilla,15,7000000,317.99734,human,15,5000000,inversed
477,gorilla,4,45000000,1506.3922,human,4,43000000,inversed
491,gorilla,14,86000000,469.246,chimp,14,86000000,same
495,gorilla,4,129000000,1169.3544,chimp,4,119000000,inversed
513,gorilla,7,71000000,1502.8674,human,7,63000000,same
518,gorilla,9,114000000,1837.8210000000001,chimp,9,105000000,inversed
531,gorilla,10,28000000,325.48427999999996,chimp,10,33000000,inversed
540,gorilla,8,58000000,1556.6176,chimp,8,58000000,inversed
573,gorilla,21,35000000,1613.1437,chimp,21,33000000,inversed
579,gorilla,13,31000000,1553.5496,chimp,13,30000000,inversed
587,gorilla,12,50000000,2047.8284,human,12,49000000,inversed
595,gorilla,20,54000000,1541.2589,chimp,20,54000000,inversed
604,gorilla,2B,17000000,428.3123,chimp,10,77000000,inversed
618,gorilla,1,123000000,933.79755,chimp,1,119000000,inversed
717,gorilla,20,36000000,1785.6451,chimp,20,36000000,inversed
723,gorilla,2B,42000000,1420.8987,chimp,2B,41000000,inversed
726,gorilla,13,53000000,1280.2947,chimp,13,52000000,inversed
732,gorilla,7,100000000,1204.2933,human,7,43000000,inversed
736,gorilla,1,191000000,259.04877,human,X,66000000,same
737,gorilla,3,77000000,662.81213,chimp,3,76000000,inversed
740,gorilla,1,22000000,630.1897,human,1,19000000,same
750,gorilla,13,64000000,1252.9019,human,13,62000000,inversed
755,gorilla,18,0,923.2483,chimp,3,199000000,inversed
757,gorilla,7,137000000,1493.6785,chimp,7,139000000,inversed
759,gorilla,2B,75000000,1541.8881,chimp,2B,74000000,inversed
770,gorilla,8,144000000,317.83218,chimp,8,143000000,inversed
780,gorilla,10,79000000,253.99,chimp,4,140000000,same
815,gorilla,1,228000000,1211.9271,chimp,1,223000000,inversed
841,gorilla,5,5000000,510.79537999999997,human,17,59000000,inversed
847,gorilla,12,101000000,325.25256,human,12,80000000,inversed
848,gorilla,9,47000000,1012.85956,human,16,30000000,inversed
850,gorilla,14,28000000,1433.7252,chimp,14,28000000,inversed
856,gorilla,4,160000000,1738.0792,chimp,4,150000000,inversed
857,gorilla,1,13000000,1474.1525,human,1,11000000,inversed
861,gorilla,11,37000000,346.9381,human,11,22000000,inversed
883,gorilla,X,38000000,374.64617999999996,human,X,31000000,inversed
903,gorilla,2A,70000000,1928.1228,human,2,68000000,inversed
905,gorilla,9,70000000,1184.1956,human,9,60000000,inversed
912,gorilla,4,157000000,1565.5215,human,4,143000000,inversed
913,gorilla,1,24000000,1594.4952,human,1,21000000,inversed
917,gorilla,1,159000000,277.5421,chimp,X,54000000,same
976,gorilla,3,88000000,1540.7397,human,3,85000000,inversed
986,gorilla,22,30000000,1681.7255,chimp,22,29000000,inversed
989,gorilla,8,44000000,1634.4182,chimp,8,44000000,inversed
996,gorilla,9,108000000,1012.72906,chimp,9,99000000,inversed
1002,gorilla,10,34000000,605.7509,chimp,10,28000000,inversed
1008,gorilla,11,55000000,1469.2605,chimp,11,55000000,inversed
1028,gorilla,4,135000000,1455.6104,human,4,121000000,inversed
1036,gorilla,2A,12000000,1442.3845,chimp,2A,11000000,inversed
1037,gorilla,11,85000000,274.26852,chimp,X,69000000,same
1045,gorilla,5,38000000,1880.6741,chimp,17,82000000,inversed
1046,gorilla,18,57000000,735.0069,human,18,53000000,inversed
1053,gorilla,8,73000000,1417.6672,human,8,71000000,inversed
1080,gorilla,8,2000000,1469.2181,human,8,1000000,inversed
1091,gorilla,16,36000000,1378.9009,chimp,17,30000000,same
1107,gorilla,7,94000000,413.64795,chimp,7,96000000,inversed
1138,gorilla,X,151000000,536.84705,chimp,X,149000000,same
1143,gorilla,7,85000000,1379.5497,chimp,7,87000000,inversed
1180,gorilla,4,48000000,895.96295,chimp,4,111000000,inversed
1193,gorilla,11,1000000,1605.7046,chimp,11,1000000,inversed
1198,gorilla,4,124000000,1505.9971,chimp,4,114000000,inversed
1201,gorilla,8,62000000,1655.8368,chimp,8,61000000,inversed
1216,gorilla,2A,3000000,1621.9387,human,2,2000000,inversed
1217,gorilla,9,119000000,1624.4679999999994,human,9,107000000,inversed
1229,gorilla,8,55000000,1612.7119,chimp,8,55000000,inversed
1234,gorilla,21,2000000,637.16833,human,18,14000000,same
1248,gorilla,1,60000000,386.37827000000004,human,8,49000000,inversed
1288,gorilla,6,86000000,450.90845,human,X,57000000,inversed
1301,gorilla,11,128000000,941.8376,chimp,9,37000000,same
1336,gorilla,18,24000000,412.46332,chimp,18,20000000,inversed
1337,gorilla,16,1000000,258.7392,chimp,16,77000000,inversed
1339,gorilla,10,70000000,1341.8682,human,10,53000000,inversed
1349,gorilla,9,61000000,1740.8049,chimp,9,53000000,inversed
1350,gorilla,3,60000000,281.50214,human,3,17000000,same
1356,gorilla,4,146000000,1339.8533,chimp,4,136000000,inversed
1369,gorilla,2A,61000000,1622.4564,chimp,2A,61000000,inversed
1381,gorilla,14,39000000,1675.3905,human,14,38000000,inversed
1384,gorilla,9,56000000,817.4543,chimp,9,48000000,inversed
1390,gorilla,4,171000000,1299.5107,human,4,157000000,inversed
1392,gorilla,15,58000000,1786.4403,human,15,55000000,inversed
1439,gorilla,22,0,729.9952400000003,human,22,0,same
1463,gorilla,3,129000000,1690.1311,human,3,126000000,inversed
1472,gorilla,13,75000000,355.28476,human,15,1000000,inversed
1496,gorilla,2B,64000000,1041.9567,human,2,168000000,inversed
1500,gorilla,12,23000000,1809.2769,chimp,12,58000000,inversed
1503,gorilla,2B,53000000,1487.6860000000001,human,2,158000000,inversed
1506,gorilla,7,18000000,1535.7134,chimp,7,16000000,inversed
1510,gorilla,20,27000000,868.84,chimp,20,26000000,inversed
1515,gorilla,10,106000000,355.08554,chimp,10,117000000,same
1518,gorilla,1,180000000,511.36645999999996,chimp,1,176000000,same
1529,gorilla,7,111000000,1595.4163,chimp,7,191000000,inversed
1531,gorilla,6,79000000,1494.136,human,6,76000000,inversed
1536,gorilla,X,83000000,1512.2916,chimp,X,82000000,inversed
1617,gorilla,21,4000000,1322.0970000000002,human,21,2000000,inversed
1618,gorilla,17,69000000,1536.4719,chimp,5,85000000,inversed
1621,gorilla,1,132000000,1595.7915,human,1,124000000,inversed
1627,gorilla,21,13000000,1218.6327,human,21,11000000,inversed
1632,gorilla,13,17000000,1171.0219,chimp,13,16000000,inversed
1633,gorilla,7,144000000,1548.8169,human,7,139000000,inversed
1647,gorilla,21,24000000,1550.318,chimp,21,22000000,inversed
1653,gorilla,20,45000000,1480.3251,chimp,20,45000000,inversed
1658,gorilla,12,41000000,1254.6475,chimp,12,27000000,inversed
1668,gorilla,8,49000000,1339.5519,human,8,47000000,inversed
1679,gorilla,9,105000000,1441.0344,human,9,94000000,inversed
1682,gorilla,X,60000000,1589.5408,chimp,4,113000000,inversed
1686,gorilla,7,57000000,350.73376,chimp,7,59000000,same
1717,gorilla,4,138000000,1305.0747,human,4,124000000,inversed
1721,gorilla,14,2000000,2054.214,human,14,1000000,inversed
1740,gorilla,7,60000000,1476.615,chimp,7,207000000,same
1806,gorilla,14,25000000,1317.0293,chimp,14,24000000,inversed
1833,gorilla,15,44000000,269.65277000000003,chimp,14,85000000,inversed
1846,gorilla,13,2000000,1498.5172,human,13,1000000,inversed
1866,gorilla,4,36000000,1614.7426,chimp,4,36000000,inversed
1871,gorilla,6,63000000,944.9205300000001,chimp,6,60000000,same
1873,gorilla,14,12000000,1535.9855,chimp,14,11000000,inversed
1881,gorilla,1,29000000,301.25244,chimp,1,36000000,inversed
1893,gorilla,13,96000000,1659.7704,human,13,93000000,inversed
1897,gorilla,2B,87000000,1662.4203,human,2,191000000,inversed
1928,gorilla,17,9000000,1461.8108,chimp,17,51000000,inversed
1935,gorilla,3,85000000,449.49197000000004,human,3,82000000,inversed
1941,gorilla,X,137000000,1764.6671,chimp,X,136000000,inversed
1945,gorilla,17,20000000,1568.1707,chimp,5,23000000,inversed
1968,gorilla,6,65000000,1267.1241,chimp,6,174000000,inversed
1984,gorilla,13,69000000,1462.7985,chimp,13,68000000,inversed
1988,gorilla,6,52000000,307.41992,human,X,52000000,inversed
1992,gorilla,2B,78000000,1464.7434,human,2,182000000,inversed
1996,gorilla,7,33000000,1406.9763,chimp,7,186000000,inversed
2002,gorilla,17,17000000,1287.7,chimp,5,27000000,inversed
2007,gorilla,2B,127000000,1669.4589999999994,human,2,230000000,inversed
2014,gorilla,10,93000000,306.97787,human,2,119000000,inversed
2024,gorilla,2A,82000000,1577.193,human,2,80000000,inversed
2036,gorilla,1,212000000,1803.7883,chimp,1,207000000,inversed
2043,gorilla,4,192000000,1508.5741,chimp,4,182000000,inversed
2049,gorilla,1,225000000,325.63083,chimp,1,220000000,inversed
2054,gorilla,11,22000000,331.6753,chimp,11,32000000,same
2079,gorilla,1,119000000,1522.6243,chimp,1,115000000,inversed
2102,gorilla,1,1000000,330.29163,human,1,0,same
2109,gorilla,17,42000000,409.37555,chimp,5,59000000,inversed
2117,gorilla,17,75000000,538.31055,chimp,5,94000000,inversed
2131,gorilla,6,30000000,1653.3721,human,6,28000000,inversed
2142,gorilla,18,0,820.0508,chimp,4,191000000,same
2145,gorilla,16,14000000,1517.1371,human,16,13000000,inversed
2161,gorilla,19,23000000,881.47595,human,19,22000000,same
2203,gorilla,3,160000000,554.4901,chimp,3,159000000,inversed
2211,gorilla,20,22000000,324.1922,human,X,51000000,inversed
2212,gorilla,17,39000000,459.36047,human,5,54000000,inversed
2215,gorilla,12,26000000,1411.5243,chimp,12,61000000,inversed
2218,gorilla,2B,56000000,1648.4364,human,2,160000000,inversed
2223,gorilla,13,47000000,1335.4008,chimp,13,46000000,inversed
2228,gorilla,10,103000000,272.0461,human,X,67000000,same
2244,gorilla,3,54000000,418.9719,human,3,23000000,inversed
2254,gorilla,13,97000000,382.04974,human,9,106000000,same
2263,gorilla,2B,61000000,1698.9028,chimp,2B,60000000,inversed
2271,gorilla,X,119000000,1476.4651,human,X,110000000,inversed
2272,gorilla,20,15000000,457.3805,chimp,X,35000000,inversed
2343,gorilla,15,45000000,561.14575,chimp,15,43000000,same
2352,gorilla,20,0,493.31714000000005,chimp,Y,27000000,same
2357,gorilla,21,21000000,1487.8885,chimp,21,33000000,inversed
2366,gorilla,12,44000000,1585.1548,chimp,12,30000000,inversed
2373,gorilla,20,40000000,1727.0095,chimp,20,40000000,inversed
2376,gorilla,8,56000000,257.04745,chimp,X,69000000,same
2377,gorilla,21,1000000,884.1185,chimp,7,152000000,inversed
2382,gorilla,7,48000000,1531.7222,human,7,46000000,inversed
2388,gorilla,6,29000000,1896.6837,human,6,27000000,inversed
2390,gorilla,7,141000000,1471.6606,chimp,7,143000000,inversed
2392,gorilla,3,36000000,574.544,human,3,41000000,inversed
2398,gorilla,21,16000000,1463.7554,human,21,14000000,inversed
2447,gorilla,9,104000000,876.18,chimp,9,96000000,same
2449,gorilla,X,86000000,1394.8167,chimp,X,85000000,inversed
2482,gorilla,8,50000000,1642.3572,chimp,8,50000000,inversed
2489,gorilla,2A,6000000,1681.9703,chimp,2A,6000000,inversed
2490,gorilla,X,79000000,1429.6143,human,X,74000000,inversed
2496,gorilla,19,15000000,1065.9147,chimp,19,15000000,inversed
2513,gorilla,1,65000000,303.95153999999997,human,1,69000000,inversed
2523,gorilla,19,22000000,587.6952,chimp,19,22000000,inversed
2528,gorilla,11,91000000,304.1574,human,17,20000000,same
2543,gorilla,8,67000000,1580.4878,chimp,8,66000000,inversed
2547,gorilla,17,93000000,278.74652000000003,chimp,1,1000000,inversed
2583,gorilla,16,22000000,846.2595,chimp,7,61000000,same
2599,gorilla,7,80000000,1301.1875,human,7,77000000,inversed
2606,gorilla,X,4000000,1359.8677,human,X,2000000,inversed
2614,gorilla,X,154000000,294.79163,chimp,X,98000000,same
2620,gorilla,9,53000000,1592.6312,human,9,43000000,inversed
2621,gorilla,3,103000000,262.33693999999997,chimp,3,103000000,same
2625,gorilla,4,174000000,1599.1709,human,4,160000000,inversed
2629,gorilla,4,18000000,1444.9448,chimp,4,18000000,inversed
2645,gorilla,10,42000000,627.4374,chimp,10,39000000,inversed
2666,gorilla,16,4000000,1582.6423,chimp,16,4000000,inversed
2668,gorilla,10,75000000,1700.175,chimp,10,60000000,inversed
2679,gorilla,2A,64000000,1401.0970000000002,human,2,62000000,inversed
2689,gorilla,4,143000000,1698.51,human,4,129000000,inversed
2703,gorilla,13,68000000,265.90222,chimp,13,67000000,same
2733,gorilla,6,83000000,1190.8278,human,6,81000000,inversed
2757,gorilla,4,197000000,1643.3228,chimp,4,187000000,inversed
2759,gorilla,1,220000000,1589.8118,human,1,210000000,inversed
2771,gorilla,12,109000000,677.0573,human,12,106000000,inversed
2791,gorilla,1,217000000,1663.6512,chimp,1,212000000,inversed
2795,gorilla,3,130000000,1009.7794,human,3,75000000,inversed
2801,gorilla,2A,87000000,1475.1277,human,2,85000000,inversed
2809,gorilla,1,6000000,1894.5277,chimp,1,5000000,inversed
2818,gorilla,3,48000000,294.44043,human,X,66000000,inversed
2831,gorilla,17,12000000,1544.5787,chimp,17,54000000,inversed
2841,gorilla,7,36000000,1768.4431,human,7,35000000,inversed
2852,gorilla,13,1000000,579.3821,chimp,13,6000000,same
2855,gorilla,X,132000000,1171.0431,human,X,123000000,inversed
2858,gorilla,17,25000000,1139.9331,chimp,5,21000000,inversed
2865,gorilla,6,109000000,269.79675,chimp,X,169000000,same
2877,gorilla,6,60000000,1209.1129,human,5,17000000,inversed
2939,gorilla,22,17000000,431.8845,human,22,16000000,same
2955,gorilla,7,54000000,1449.3949,chimp,7,52000000,inversed
2964,gorilla,17,70000000,1329.2477,chimp,5,84000000,inversed
2971,gorilla,16,11000000,1181.609,chimp,16,11000000,inversed
2977,gorilla,6,35000000,1836.2048,human,6,33000000,inversed
2989,gorilla,3,0,1132.6704,chimp,3,76000000,inversed
2998,gorilla,X,150000000,2014.5934,chimp,X,147000000,inversed
3010,gorilla,X,54000000,258.80957,human,20,24000000,same
3013,gorilla,7,63000000,702.187,chimp,7,199000000,inversed
3040,gorilla,12,40000000,256.1403,chimp,1,111000000,same
3057,gorilla,6,144000000,628.68164,human,6,117000000,inversed
3071,gorilla,14,7000000,1273.3937,human,14,6000000,inversed
3102,gorilla,X,52000000,1528.9327,chimp,X,51000000,inversed
3116,gorilla,X,65000000,1190.8997,human,X,60000000,inversed
3117,gorilla,2B,0,584.569,human,10,128000000,inversed
3137,gorilla,14,42000000,1771.5178,human,14,41000000,inversed
3156,gorilla,8,8000000,336.7881,chimp,8,7000000,same
3166,gorilla,6,111000000,531.03687,human,1,18000000,inversed
3185,gorilla,7,127000000,425.81726,chimp,7,129000000,same
3194,gorilla,4,201000000,786.89404,chimp,3,85000000,inversed
3195,gorilla,16,0,1010.00555,human,16,2000000,same
3196,gorilla,1,151000000,752.3389999999997,chimp,1,162000000,same
3204,gorilla,2B,82000000,1531.339,human,2,186000000,inversed
3219,gorilla,10,69000000,1437.1136,human,10,52000000,inversed
3230,gorilla,13,7000000,1531.2173,human,13,6000000,inversed
3233,gorilla,14,17000000,1423.7283,human,14,16000000,inversed
3246,gorilla,4,33000000,1501.1956,chimp,4,33000000,inversed
3253,gorilla,2A,78000000,1468.7605,chimp,2A,78000000,inversed
3265,gorilla,14,20000000,1211.0435,chimp,3,14000000,inversed
3271,gorilla,4,168000000,893.1191,chimp,4,158000000,inversed
3282,gorilla,5,65000000,1874.4093,human,5,76000000,inversed
3286,gorilla,7,30000000,1280.2062,human,7,32000000,same
3289,gorilla,14,31000000,1306.6827,chimp,14,31000000,inversed
3295,gorilla,4,179000000,1460.4674,human,4,165000000,inversed
3300,gorilla,4,15000000,1341.269,chimp,4,15000000,inversed
3307,gorilla,X,16000000,470.0092,human,6,129000000,inversed
3308,gorilla,5,74000000,1420.8021,chimp,5,37000000,inversed
3328,gorilla,8,145000000,270.34112999999996,chimp,1,0,same
3335,gorilla,X,21000000,319.628,chimp,X,37000000,inversed
3339,gorilla,16,9000000,1500.1860000000001,chimp,16,9000000,inversed
3342,gorilla,10,78000000,1435.1189,human,10,61000000,inversed
3352,gorilla,4,22000000,1774.7144,chimp,4,22000000,inversed
3354,gorilla,11,19000000,278.0414,human,11,40000000,inversed
3356,gorilla,2A,69000000,1810.1572,chimp,2A,69000000,inversed
3376,gorilla,7,136000000,457.4527,chimp,X,69000000,same
3385,gorilla,2B,93000000,1748.9084,human,2,197000000,inversed
3420,gorilla,3,91000000,1189.454,chimp,3,90000000,inversed
3441,gorilla,9,111000000,1617.8804,chimp,9,102000000,inversed
3456,gorilla,19,18000000,1548.0891,chimp,19,18000000,inversed
3459,gorilla,6,22000000,438.7369,human,6,21000000,same
3485,gorilla,4,40000000,1221.9572,human,4,39000000,inversed
3506,gorilla,7,74000000,270.88077000000004,chimp,7,64000000,same
3546,gorilla,1,91000000,349.2567,human,X,114000000,same
3548,gorilla,6,162000000,556.96027,chimp,6,155000000,inversed
3563,gorilla,2A,106000000,1624.6789999999999,human,2,102000000,inversed
3593,gorilla,2B,39000000,1205.2964,human,2,144000000,inversed
3594,gorilla,12,49000000,1101.0188,human,12,48000000,inversed
3595,gorilla,X,45000000,1573.6511,chimp,X,173000000,same
