,sp,chr,loc,scr,ms,mc,ml,orientation
16611,human,8,131000000,2002.1091,chimp,8,87000000,inversed
16616,human,X,6000000,1728.9191,gorilla,X,7000000,inversed
16630,human,4,32000000,1540.0062,chimp,4,33000000,inversed
16633,human,9,79000000,1594.3802,chimp,9,80000000,inversed
16642,human,13,6000000,1770.8955,chimp,13,6000000,inversed
16644,human,8,106000000,1066.2124,gorilla,8,109000000,inversed
16654,human,X,31000000,1453.1495,gorilla,X,33000000,inversed
16659,human,5,53000000,1587.8994,gorilla,17,40000000,inversed
16669,human,19,1000000,350.75916,gorilla,16,79000000,same
16670,human,13,44000000,1449.0514,gorilla,13,45000000,inversed
16671,human,12,72000000,1663.1143,gorilla,12,56000000,same
16674,human,1,161000000,1725.135,chimp,1,148000000,inversed
16680,human,20,21000000,747.5885599999997,gorilla,20,21000000,inversed
16684,human,7,140000000,413.55307,chimp,6,132000000,same
16692,human,6,61000000,1626.7999,gorilla,6,67000000,same
16693,human,12,25000000,1618.1809,chimp,12,60000000,inversed
16699,human,6,56000000,739.6751,chimp,6,41000000,same
16700,human,12,12000000,1672.5371,gorilla,12,12000000,inversed
16702,human,20,16000000,1762.6204,gorilla,20,16000000,inversed
16704,human,13,24000000,1503.5743,chimp,13,20000000,same
16707,human,2,82000000,1462.8977,gorilla,2A,83000000,inversed
16708,human,3,49000000,1597.4669,gorilla,3,28000000,same
16712,human,10,106000000,1795.1578,chimp,10,99000000,inversed
16713,human,1,156000000,783.028,chimp,1,143000000,inversed
16720,human,3,3000000,1432.3799,chimp,3,7000000,same
16732,human,4,67000000,1795.0426,gorilla,4,78000000,inversed
16735,human,5,159000000,1780.2131,chimp,5,147000000,inversed
16738,human,1,208000000,1674.3022,chimp,1,213000000,inversed
16741,human,1,78000000,1772.5638,chimp,1,76000000,inversed
16757,human,X,64000000,1438.9684,chimp,X,67000000,inversed
16758,human,3,178000000,1714.7445,gorilla,3,143000000,same
16763,human,10,89000000,1223.5144,chimp,10,118000000,inversed
16765,human,5,31000000,1386.4129999999998,gorilla,17,62000000,inversed
16769,human,X,53000000,1859.9083,chimp,X,55000000,inversed
16791,human,14,6000000,1482.829,chimp,14,6000000,inversed
16794,human,4,50000000,1647.668,gorilla,4,61000000,inversed
16798,human,10,41000000,1485.3401,gorilla,10,55000000,inversed
16800,human,4,7000000,1696.8162,gorilla,4,7000000,inversed
16801,human,14,68000000,1387.5973,chimp,14,58000000,same
16805,human,18,15000000,980.6748,chimp,18,0,inversed
16811,human,8,85000000,1498.6514,gorilla,8,87000000,inversed
16812,human,10,0,1753.7852,gorilla,10,5000000,same
16817,human,11,77000000,1276.3773,gorilla,11,74000000,same
16825,human,4,177000000,1655.5927,chimp,4,181000000,inversed
16833,human,11,20000000,1783.3177,chimp,11,14000000,inversed
16837,human,2,101000000,1407.1708,gorilla,2A,104000000,inversed
16841,human,11,17000000,1564.0356,chimp,11,11000000,inversed
16842,human,22,25000000,1270.1342,chimp,22,9000000,same
16851,human,4,98000000,1741.1896,gorilla,4,110000000,inversed
16852,human,19,43000000,1993.2068,gorilla,19,43000000,inversed
16853,human,20,8000000,1665.9768,gorilla,20,8000000,inversed
16855,human,1,87000000,1592.5476,chimp,1,93000000,inversed
16857,human,4,140000000,1939.6826,chimp,4,143000000,inversed
16858,human,8,18000000,1393.9458,gorilla,8,14000000,same
16861,human,10,21000000,1366.1562,gorilla,10,15000000,same
16866,human,19,14000000,264.34625,gorilla,8,92000000,same
16871,human,15,69000000,1850.5503,gorilla,15,72000000,inversed
16877,human,3,187000000,1000.7228,chimp,3,134000000,same
16889,human,7,62000000,562.6336,gorilla,7,71000000,inversed
16916,human,6,34000000,1469.5598,gorilla,6,35000000,inversed
16918,human,11,128000000,1698.8868,gorilla,11,130000000,inversed
16934,human,7,55000000,2052.1633,chimp,7,54000000,inversed
16942,human,11,42000000,1648.6498,chimp,11,36000000,inversed
16944,human,19,16000000,1535.5544,chimp,19,17000000,inversed
16947,human,2,163000000,1689.3737,chimp,2B,57000000,inversed
16953,human,4,115000000,1666.9845,gorilla,4,127000000,inversed
16955,human,18,20000000,1672.2496,gorilla,18,39000000,same
16960,human,9,86000000,1095.471,chimp,9,66000000,inversed
16964,human,1,78000000,321.0615,gorilla,X,122000000,same
16965,human,2,134000000,1463.9979999999994,gorilla,2B,26000000,same
16976,human,22,27000000,1753.9797,gorilla,22,28000000,inversed
16979,human,10,23000000,1714.7163,chimp,10,14000000,inversed
16988,human,10,14000000,1716.1215,chimp,10,36000000,inversed
16994,human,4,50000000,1779.7357,chimp,4,191000000,same
17009,human,22,10000000,1737.7338,gorilla,22,10000000,inversed
17012,human,4,122000000,1755.6179,chimp,4,125000000,inversed
17014,human,18,17000000,1817.8376,gorilla,18,42000000,same
17016,human,10,43000000,588.05804,chimp,10,134000000,same
17021,human,19,21000000,1414.7257,gorilla,19,21000000,inversed
17022,human,2,154000000,1530.3826,gorilla,2B,48000000,inversed
17024,human,X,53000000,1686.7886,gorilla,X,56000000,same
17047,human,19,1000000,1870.8884,gorilla,19,1000000,inversed
17059,human,7,37000000,1782.015,chimp,7,36000000,inversed
17063,human,2,28000000,1665.9296,gorilla,2A,28000000,inversed
17079,human,9,65000000,808.4532,gorilla,9,74000000,inversed
17084,human,1,31000000,1294.7896,chimp,1,46000000,inversed
17087,human,2,180000000,1588.1378,chimp,2B,74000000,inversed
17098,human,16,5000000,1560.7289,chimp,16,5000000,inversed
17101,human,1,216000000,1594.0842,gorilla,1,224000000,same
17102,human,3,131000000,1578.4003,gorilla,3,191000000,same
17112,human,8,33000000,1699.2087,chimp,8,25000000,inversed
17121,human,5,78000000,1664.2153,chimp,5,30000000,inversed
17125,human,3,106000000,1238.5797,gorilla,3,109000000,same
17133,human,4,19000000,1771.5338,chimp,4,19000000,inversed
17134,human,11,96000000,1934.0079999999998,chimp,11,111000000,inversed
17135,human,5,127000000,1487.4354,chimp,5,90000000,inversed
17136,human,8,99000000,505.47263,gorilla,8,102000000,same
17139,human,9,52000000,1824.7296,chimp,9,53000000,inversed
17145,human,12,101000000,1688.8447,chimp,12,72000000,inversed
17148,human,16,12000000,1615.599,chimp,16,12000000,inversed
17154,human,7,49000000,1491.432,gorilla,7,50000000,same
17155,human,6,82000000,1639.8945,gorilla,6,84000000,inversed
17159,human,17,24000000,663.00854,chimp,17,27000000,same
17174,human,17,73000000,1787.53,chimp,17,58000000,inversed
17175,human,3,37000000,2089.3379999999997,chimp,3,40000000,same
17177,human,7,109000000,1571.2939999999999,gorilla,7,117000000,same
17179,human,17,44000000,2408.7292,gorilla,5,32000000,inversed
17183,human,1,148000000,1832.4541,gorilla,1,177000000,same
17194,human,X,104000000,1833.3368,chimp,X,86000000,same
17200,human,16,25000000,1352.4703,gorilla,16,27000000,inversed
17207,human,8,66000000,1821.8854,chimp,8,67000000,inversed
17208,human,5,125000000,1220.5215,gorilla,5,84000000,same
17222,human,3,153000000,1233.8977,gorilla,3,168000000,same
17227,human,5,87000000,1395.0323,gorilla,5,122000000,same
17232,human,5,172000000,828.65735,chimp,5,175000000,inversed
17234,human,11,5000000,1617.4,gorilla,11,5000000,inversed
17239,human,1,53000000,1444.0317,chimp,1,50000000,inversed
17248,human,9,30000000,1401.685,chimp,9,26000000,inversed
17252,human,1,64000000,1974.045,chimp,1,61000000,inversed
17257,human,Y,19000000,510.9697,gorilla,13,1000000,inversed
17259,human,5,145000000,1227.3008,chimp,5,170000000,inversed
17266,human,X,78000000,1783.8939,chimp,X,81000000,inversed
17270,human,3,164000000,1710.6199,gorilla,3,157000000,same
17273,human,10,95000000,1899.1301,chimp,10,87000000,inversed
17276,human,8,51000000,1896.9305,chimp,8,52000000,inversed
17278,human,5,112000000,1558.6,gorilla,5,97000000,same
17284,human,17,11000000,1827.3755,chimp,17,53000000,inversed
17289,human,3,55000000,1560.0082,gorilla,3,22000000,same
17311,human,16,47000000,1698.3213,chimp,16,48000000,inversed
17319,human,13,58000000,1830.1685,chimp,13,59000000,inversed
17327,human,12,39000000,1713.0106,chimp,12,25000000,inversed
17333,human,17,26000000,2153.7532,chimp,17,29000000,inversed
17337,human,X,131000000,1457.1937,gorilla,X,140000000,inversed
17338,human,3,62000000,1761.4546,gorilla,3,15000000,same
17353,human,6,28000000,1984.5201,gorilla,6,29000000,inversed
17360,human,6,145000000,1737.547,gorilla,6,116000000,same
17368,human,2,56000000,1741.5431,gorilla,2A,57000000,inversed
17371,human,2,214000000,1520.6659,gorilla,2B,111000000,same
17373,human,2,61000000,1252.6198,chimp,2A,62000000,inversed
17378,human,2,223000000,1617.8445,gorilla,2B,115000000,same
17394,human,11,103000000,1496.4246,chimp,11,118000000,inversed
17408,human,14,14000000,1815.2393,chimp,14,14000000,inversed
17411,human,15,22000000,1887.6459,chimp,15,50000000,same
17420,human,4,84000000,1093.442,gorilla,4,96000000,inversed
17425,human,X,87000000,1318.737,chimp,X,105000000,inversed
17437,human,15,75000000,1549.0715,chimp,15,78000000,inversed
17438,human,9,65000000,346.16116,gorilla,X,60000000,same
17443,human,1,4000000,2087.5344,chimp,1,3000000,inversed
17449,human,8,99000000,1655.425,gorilla,8,102000000,inversed
17454,human,14,74000000,1722.5433,gorilla,14,52000000,same
17470,human,14,23000000,1160.8022,gorilla,14,23000000,inversed
17477,human,2,34000000,1281.8303,gorilla,2A,34000000,inversed
17480,human,13,92000000,960.04083,gorilla,13,70000000,same
17481,human,6,127000000,1345.2485,gorilla,6,134000000,same
17491,human,7,81000000,1689.7815,gorilla,7,93000000,same
17521,human,12,93000000,1806.8248,chimp,12,128000000,inversed
17527,human,1,180000000,1342.3856,gorilla,1,201000000,same
17540,human,15,17000000,1659.6964,chimp,15,20000000,inversed
17552,human,15,40000000,528.90405,gorilla,15,33000000,same
17558,human,2,148000000,1312.4165,chimp,2B,42000000,inversed
17563,human,14,76000000,314.66846,gorilla,16,79000000,inversed
17565,human,4,109000000,1832.0416,gorilla,4,121000000,inversed
17575,human,14,41000000,1561.6385,chimp,14,41000000,inversed
17577,human,6,4000000,1480.1783,gorilla,6,4000000,inversed
17579,human,18,9000000,1181.7865,gorilla,18,9000000,inversed
17588,human,9,103000000,1411.1539,chimp,9,114000000,inversed
17596,human,1,64000000,489.84665,gorilla,10,138000000,same
17597,human,2,128000000,1660.5741,gorilla,2B,32000000,same
17,human,X,76000000,1738.6835,gorilla,X,80000000,inversed
37,human,8,68000000,1850.9178,gorilla,8,69000000,inversed
51,human,5,23000000,1478.7545,gorilla,17,69000000,inversed
60,human,4,42000000,1626.0782,gorilla,4,43000000,inversed
78,human,16,49000000,1238.7556,gorilla,16,53000000,inversed
80,human,13,56000000,1738.7437,gorilla,13,57000000,inversed
88,human,12,37000000,1342.1074,gorilla,12,37000000,inversed
103,human,20,33000000,1561.1217,chimp,20,36000000,inversed
123,human,13,61000000,1605.6714,gorilla,13,62000000,inversed
124,human,7,132000000,1414.9786,gorilla,7,136000000,inversed
154,human,5,76000000,1485.8207,gorilla,5,64000000,inversed
164,human,4,17000000,1073.2784,gorilla,4,17000000,inversed
172,human,14,87000000,603.1841400000002,chimp,14,88000000,inversed
189,human,4,20000000,1422.4512,gorilla,4,20000000,inversed
220,human,20,51000000,1687.6317,gorilla,20,53000000,inversed
234,human,7,70000000,1580.3983,gorilla,7,64000000,same
245,human,1,126000000,1236.3705,gorilla,1,133000000,inversed
285,human,6,73000000,1698.1870000000001,gorilla,6,74000000,inversed
293,human,7,12000000,1725.5845,chimp,7,11000000,inversed
320,human,7,25000000,846.43475,gorilla,7,25000000,inversed
322,human,19,0,442.97144000000003,gorilla,19,0,same
335,human,2,90000000,368.1036,gorilla,14,8000000,same
354,human,2,171000000,1486.5364,gorilla,2B,66000000,inversed
381,human,19,53000000,632.1346,chimp,19,56000000,same
399,human,18,52000000,288.05692,gorilla,19,55000000,inversed
404,human,2,146000000,1378.5768,chimp,2B,40000000,inversed
411,human,11,67000000,1743.2351,gorilla,11,67000000,inversed
414,human,14,78000000,284.8672,chimp,X,115000000,inversed
421,human,4,130000000,1526.5896,gorilla,4,143000000,inversed
463,human,7,47000000,1663.5791,chimp,7,46000000,inversed
496,human,10,53000000,1403.004,gorilla,10,69000000,inversed
514,human,4,165000000,1425.8215,gorilla,4,178000000,inversed
528,human,4,152000000,1511.4398,gorilla,4,165000000,inversed
572,human,6,58000000,1259.5457,chimp,6,58000000,same
576,human,X,114000000,1640.3727,gorilla,X,122000000,inversed
582,human,20,18000000,492.02493,gorilla,20,62000000,inversed
606,human,16,55000000,2200.4734,chimp,16,57000000,inversed
607,human,X,123000000,1482.1178,gorilla,X,132000000,inversed
645,human,4,186000000,1684.0585,gorilla,4,200000000,inversed
661,human,14,8000000,1480.2495,gorilla,14,8000000,inversed
681,human,9,22000000,1277.1556,gorilla,9,14000000,inversed
688,human,1,206000000,916.3826,gorilla,1,215000000,inversed
693,human,8,43000000,1761.6889999999999,gorilla,8,44000000,inversed
712,human,17,3000000,1389.1077,gorilla,17,3000000,inversed
719,human,6,90000000,1133.8147,gorilla,6,92000000,inversed
727,human,3,25000000,868.2850300000001,chimp,3,199000000,same
742,human,12,49000000,1337.5228,gorilla,12,49000000,inversed
751,human,X,141000000,2053.2866,chimp,X,146000000,inversed
754,human,17,56000000,1919.0309,chimp,17,39000000,inversed
765,human,13,28000000,1758.2026,chimp,13,28000000,inversed
767,human,X,116000000,284.65958,gorilla,X,63000000,same
772,human,2,192000000,1860.1903,gorilla,2B,87000000,inversed
779,human,1,23000000,1601.9388,gorilla,1,25000000,inversed
794,human,13,8000000,1540.0448,gorilla,13,8000000,inversed
795,human,8,108000000,370.30002,chimp,8,115000000,inversed
834,human,X,8000000,566.9931,chimp,X,48000000,inversed
837,human,9,40000000,1125.185,chimp,18,0,inversed
842,human,11,84000000,447.52347000000003,chimp,2A,109000000,inversed
858,human,14,33000000,332.05496,gorilla,X,56000000,same
880,human,19,18000000,1275.1387,gorilla,19,18000000,inversed
881,human,15,65000000,278.71445,chimp,X,69000000,same
886,human,8,43000000,859.1746,chimp,Y,3000000,same
895,human,22,29000000,1748.898,gorilla,22,30000000,inversed
915,human,7,39000000,1829.6549,chimp,7,38000000,inversed
939,human,6,58000000,1063.2205,gorilla,12,34000000,inversed
940,human,7,93000000,874.56146,gorilla,7,81000000,same
949,human,2,204000000,1557.3702,gorilla,2B,100000000,inversed
956,human,3,70000000,1736.2320000000002,gorilla,3,71000000,inversed
965,human,2,11000000,1704.0319,gorilla,2A,11000000,inversed
975,human,7,2000000,1854.1935,gorilla,7,2000000,inversed
991,human,2,138000000,272.8756,chimp,11,3000000,inversed
1027,human,4,9000000,876.8398,chimp,11,68000000,inversed
1032,human,11,79000000,788.63135,gorilla,11,72000000,same
1033,human,15,50000000,718.7869,chimp,15,80000000,inversed
1034,human,9,40000000,511.699,gorilla,9,43000000,same
1043,human,10,18000000,592.7013,chimp,10,19000000,same
1049,human,14,31000000,1484.4409,gorilla,14,31000000,inversed
1050,human,4,179000000,1562.566,gorilla,4,193000000,inversed
1104,human,2,73000000,1502.2013,gorilla,2A,74000000,inversed
1128,human,2,62000000,1148.0391,gorilla,2A,63000000,inversed
1139,human,13,93000000,1668.8635,chimp,13,94000000,inversed
1153,human,1,181000000,256.31314,chimp,X,69000000,inversed
1168,human,6,146000000,289.61496,chimp,X,69000000,same
1173,human,21,3000000,1445.5449,gorilla,21,4000000,inversed
1187,human,1,7000000,1383.4075,gorilla,1,7000000,inversed
1210,human,14,20000000,1568.2954,gorilla,14,20000000,inversed
1212,human,4,168000000,1495.7539,gorilla,4,181000000,inversed
1218,human,14,17000000,1937.3284,gorilla,14,17000000,inversed
1220,human,10,128000000,263.33493,chimp,11,1000000,same
1284,human,6,113000000,315.4729,gorilla,6,171000000,same
1303,human,7,28000000,1606.9343,gorilla,7,28000000,inversed
1324,human,3,56000000,454.7389,gorilla,13,1000000,inversed
1330,human,14,42000000,1731.6141,gorilla,14,42000000,inversed
1334,human,9,99000000,2056.5508,chimp,9,101000000,inversed
1343,human,5,19000000,420.1658,gorilla,17,74000000,same
1351,human,9,100000000,1210.5758,gorilla,9,111000000,inversed
1379,human,1,50000000,279.21335,gorilla,14,73000000,same
1385,human,5,84000000,1415.5438,gorilla,5,72000000,inversed
1433,human,9,51000000,1674.481,gorilla,9,60000000,inversed
1452,human,2,183000000,1337.1188,gorilla,2B,78000000,inversed
1460,human,16,6000000,1386.8932,gorilla,16,6000000,inversed
1470,human,5,144000000,258.98553,gorilla,X,153000000,same
1474,human,17,47000000,305.48694,chimp,17,46000000,inversed
1480,human,16,71000000,415.8302,gorilla,16,81000000,same
1504,human,16,11000000,1715.9589,chimp,16,11000000,inversed
1512,human,6,81000000,1515.0870000000002,gorilla,6,83000000,inversed
1520,human,1,3000000,257.45056,chimp,1,2000000,same
1569,human,8,52000000,1620.606,gorilla,8,53000000,inversed
1577,human,8,65000000,1593.0245,chimp,8,66000000,inversed
1600,human,1,50000000,271.75023999999996,gorilla,X,104000000,inversed
1612,human,16,44000000,1553.1936,gorilla,16,48000000,inversed
1640,human,17,12000000,1608.8265,gorilla,17,12000000,inversed
1662,human,16,73000000,1538.0724,gorilla,16,77000000,inversed
1665,human,19,40000000,2441.0352,gorilla,19,40000000,inversed
1667,human,5,50000000,257.46515,gorilla,X,63000000,same
1669,human,X,32000000,361.79254,chimp,X,69000000,same
1683,human,4,143000000,1462.9575,gorilla,4,156000000,inversed
1697,human,19,17000000,285.43667999999997,gorilla,9,120000000,same
1718,human,4,4000000,1383.7753,gorilla,8,12000000,inversed
1720,human,11,74000000,311.03595,gorilla,11,133000000,same
1738,human,4,174000000,1804.4817,gorilla,4,187000000,inversed
1752,human,11,23000000,266.5592,chimp,20,32000000,inversed
1754,human,6,37000000,1681.171,gorilla,6,38000000,inversed
1775,human,7,56000000,1529.2913,chimp,7,192000000,inversed
1812,human,10,17000000,1005.0083599999999,chimp,19,0,inversed
1828,human,4,121000000,1062.8978,gorilla,4,134000000,inversed
1831,human,2,157000000,1496.3195,gorilla,2B,51000000,inversed
1836,human,19,22000000,689.63135,chimp,19,21000000,inversed
1840,human,2,160000000,1662.0566,gorilla,2B,55000000,inversed
1845,human,19,15000000,1299.8544,gorilla,19,15000000,inversed
1848,human,11,41000000,392.4405,gorilla,11,19000000,inversed
1851,human,9,85000000,673.65765,chimp,9,87000000,inversed
1860,human,4,116000000,1731.1617,gorilla,4,128000000,inversed
1865,human,11,16000000,300.1441,chimp,7,102000000,same
1877,human,18,74000000,807.2895,chimp,8,18000000,inversed
1884,human,7,34000000,1880.7554,gorilla,7,34000000,inversed
1912,human,2,209000000,1612.8131,gorilla,2B,105000000,inversed
1937,human,19,2000000,1860.0215,gorilla,19,2000000,inversed
1947,human,7,141000000,1264.021,chimp,7,148000000,inversed
1948,human,7,56000000,322.79614,chimp,7,212000000,same
1957,human,21,16000000,1770.3408,gorilla,21,17000000,inversed
1967,human,13,45000000,795.2919999999997,gorilla,3,8000000,same
1975,human,12,44000000,1178.9496,chimp,12,30000000,inversed
1985,human,20,40000000,1499.1481,gorilla,20,42000000,inversed
1990,human,1,100000000,1245.6844,gorilla,1,87000000,inversed
1994,human,21,21000000,1338.4879999999996,gorilla,21,22000000,inversed
2004,human,4,31000000,1649.3931,gorilla,4,31000000,inversed
2013,human,12,129000000,406.31433,chimp,10,115000000,inversed
2029,human,8,105000000,580.11993,gorilla,8,108000000,inversed
2030,human,13,5000000,1655.606,chimp,13,5000000,inversed
2045,human,3,119000000,833.2136,chimp,11,68000000,same
2050,human,5,67000000,1199.7847,chimp,5,19000000,inversed
2061,human,1,19000000,1332.0748,gorilla,1,21000000,inversed
2064,human,X,5000000,1573.1787,gorilla,X,6000000,inversed
2086,human,2,81000000,1696.8242,gorilla,2A,82000000,inversed
2088,human,X,119000000,1529.2382,gorilla,X,127000000,inversed
2111,human,13,47000000,1554.9628,chimp,13,47000000,inversed
2113,human,19,2000000,266.15024,chimp,9,112000000,same
2129,human,13,10000000,411.60208,gorilla,13,10000000,same
2138,human,12,26000000,798.49207,gorilla,12,26000000,inversed
2154,human,5,32000000,287.52267,gorilla,7,89000000,inversed
2176,human,14,5000000,1987.2413,gorilla,14,5000000,inversed
2202,human,X,67000000,1379.5867,chimp,X,169000000,inversed
2213,human,6,84000000,1551.4747,gorilla,6,86000000,inversed
2214,human,12,8000000,1196.5244,gorilla,12,8000000,inversed
2221,human,16,14000000,1514.5546,chimp,16,14000000,inversed
2253,human,Y,8000000,1779.7473,gorilla,7,59000000,inversed
2256,human,20,59000000,827.0572,chimp,20,64000000,inversed
2259,human,1,119000000,823.7833,chimp,1,227000000,inversed
2279,human,4,28000000,1539.1965,chimp,4,29000000,inversed
2282,human,2,186000000,1202.0057,gorilla,2B,81000000,inversed
2310,human,5,49000000,279.382,chimp,5,61000000,inversed
2312,human,16,3000000,1768.6891,gorilla,16,3000000,inversed
2337,human,3,157000000,349.0621,chimp,X,32000000,inversed
2339,human,9,54000000,1582.0293,gorilla,9,63000000,inversed
2341,human,11,90000000,1434.2675,chimp,11,133000000,inversed
2354,human,15,8000000,1685.5433,chimp,15,7000000,inversed
2369,human,17,40000000,341.62054,gorilla,5,15000000,same
2391,human,17,20000000,980.89,chimp,17,35000000,inversed
2393,human,16,16000000,718.78503,chimp,16,18000000,same
2413,human,8,60000000,1681.6802,gorilla,8,61000000,inversed
2430,human,5,174000000,1542.4203,gorilla,5,164000000,inversed
2433,human,12,0,834.8351,chimp,9,0,inversed
2455,human,1,212000000,1825.6567,chimp,1,217000000,inversed
2462,human,8,57000000,1543.9758,gorilla,8,58000000,inversed
2476,human,16,3000000,270.59872,chimp,16,1000000,same
2491,human,14,12000000,1495.6235,gorilla,14,12000000,inversed
2509,human,X,81000000,1571.4807,chimp,X,84000000,inversed
2536,human,14,25000000,794.38165,gorilla,14,25000000,inversed
2565,human,21,6000000,1284.6007,gorilla,21,7000000,inversed
2596,human,1,0,391.1313,chimp,4,119000000,same
2597,human,2,67000000,1739.7892,chimp,2A,68000000,inversed
2622,human,5,81000000,608.9638,chimp,5,33000000,inversed
2638,human,2,119000000,568.86646,gorilla,2B,66000000,same
2647,human,4,138000000,1193.9727,gorilla,4,151000000,inversed
2655,human,2,179000000,1601.3466,gorilla,2B,74000000,inversed
2688,human,10,39000000,1981.8506,gorilla,10,44000000,inversed
2714,human,7,87000000,1693.3665,gorilla,7,87000000,same
2716,human,2,227000000,1587.4398,chimp,2B,122000000,inversed
2723,human,2,210000000,1795.0208,gorilla,2B,106000000,inversed
2735,human,2,9000000,1591.8228,gorilla,2A,9000000,inversed
2746,human,12,95000000,269.40137000000004,chimp,X,69000000,inversed
2755,human,8,29000000,264.73584,gorilla,8,38000000,inversed
2776,human,9,48000000,1734.2654,gorilla,9,57000000,inversed
2785,human,4,34000000,866.2463,gorilla,4,34000000,inversed
2810,human,20,45000000,1628.3964,gorilla,20,47000000,inversed
2815,human,12,41000000,1692.6934,gorilla,12,41000000,inversed
2837,human,21,24000000,1787.5643,chimp,21,23000000,inversed
2845,human,3,87000000,1552.3567,chimp,3,88000000,inversed
2848,human,21,13000000,920.90216,gorilla,21,14000000,inversed
2851,human,13,17000000,1402.8827,chimp,13,17000000,inversed
2856,human,9,6000000,1269.188,gorilla,9,30000000,inversed
2869,human,7,113000000,1532.4764,gorilla,7,113000000,same
2902,human,X,62000000,698.1148,chimp,X,65000000,inversed
2933,human,5,37000000,1569.2145,gorilla,17,57000000,inversed
2944,human,1,49000000,924.54834,gorilla,7,73000000,inversed
2967,human,12,23000000,1373.5791,chimp,12,58000000,inversed
2975,human,7,146000000,1641.8789,chimp,7,201000000,same
2983,human,2,84000000,1714.3473,chimp,2A,85000000,inversed
2986,human,13,22000000,454.10568,gorilla,13,1000000,same
3002,human,7,126000000,1117.6321,gorilla,7,130000000,inversed
3022,human,7,64000000,1774.0857,chimp,7,171000000,inversed
3048,human,6,32000000,1352.118,gorilla,6,33000000,inversed
3053,human,7,53000000,1575.6725,gorilla,7,54000000,inversed
3085,human,4,1000000,936.8205,chimp,4,193000000,inversed
3086,human,10,47000000,1069.4585,gorilla,10,63000000,inversed
3095,human,11,26000000,300.69632,gorilla,11,33000000,inversed
3103,human,14,39000000,1430.5367,gorilla,14,39000000,inversed
3108,human,4,171000000,1252.1414,gorilla,4,184000000,inversed
3120,human,4,146000000,1543.9999,gorilla,4,159000000,inversed
3140,human,3,181000000,612.6877400000002,gorilla,3,140000000,same
3150,human,2,167000000,272.6813,gorilla,1,153000000,same
3172,human,19,7000000,1072.4816,gorilla,19,7000000,inversed
3192,human,7,31000000,2099.2288,chimp,7,185000000,inversed
3218,human,18,26000000,308.93665,gorilla,18,78000000,same
3221,human,4,113000000,1282.4529,gorilla,4,125000000,inversed
3223,human,2,165000000,1328.1187,gorilla,2B,60000000,inversed
3250,human,19,47000000,262.42467999999997,gorilla,17,16000000,same
3251,human,2,132000000,278.14513999999997,chimp,6,86000000,same
3261,human,1,49000000,1518.7554,chimp,7,70000000,same
3272,human,2,152000000,1507.7449,gorilla,2B,46000000,inversed
3274,human,X,55000000,477.2871,gorilla,X,58000000,same
3281,human,10,45000000,308.22937,chimp,10,47000000,same
3287,human,4,124000000,1697.4829,gorilla,4,137000000,inversed
3312,human,4,135000000,1183.0167,gorilla,4,148000000,inversed
3316,human,2,143000000,1645.0674,chimp,2B,37000000,inversed
3324,human,2,174000000,1539.5057,chimp,2B,68000000,inversed
3333,human,11,55000000,1893.9979,chimp,11,55000000,inversed
3348,human,22,30000000,1752.3823,gorilla,22,31000000,inversed
3363,human,9,108000000,1614.1434,gorilla,9,119000000,inversed
3372,human,7,20000000,1447.9945,chimp,7,19000000,inversed
3396,human,6,76000000,1022.8306,gorilla,6,78000000,inversed
3403,human,3,69000000,1504.3746,gorilla,3,70000000,inversed
3417,human,7,17000000,1423.9196,gorilla,7,17000000,inversed
3444,human,4,157000000,1283.0377,gorilla,4,170000000,inversed
3468,human,Y,1000000,465.87628,chimp,13,8000000,same
3474,human,10,61000000,1437.4404,chimp,10,63000000,inversed
3483,human,10,56000000,1476.3285,gorilla,10,72000000,inversed
3492,human,2,141000000,657.9893,gorilla,2B,18000000,same
3499,human,14,28000000,1528.9467,gorilla,14,28000000,inversed
3503,human,4,160000000,1686.4489999999994,chimp,4,164000000,inversed
3550,human,7,75000000,1595.9089,chimp,7,79000000,inversed
3555,human,8,7000000,1203.7843,gorilla,8,11000000,same
3578,human,15,5000000,1829.2158,gorilla,15,5000000,inversed
3603,human,20,56000000,338.68777,gorilla,9,39000000,same
3605,human,13,64000000,1473.6979999999999,gorilla,13,65000000,inversed
3607,human,7,137000000,1340.6198,gorilla,7,141000000,inversed
3611,human,13,53000000,1403.9934,gorilla,13,54000000,inversed
3632,human,20,36000000,1910.5826,gorilla,20,38000000,inversed
3636,human,12,32000000,271.07288,gorilla,X,70000000,inversed
3639,human,1,121000000,1022.9309699999999,gorilla,1,128000000,same
3648,human,X,44000000,470.42303,gorilla,X,154000000,inversed
3653,human,5,26000000,1487.692,gorilla,17,68000000,inversed
3672,human,4,47000000,1816.6295,gorilla,4,48000000,inversed
3676,human,Y,12000000,379.49054,gorilla,X,6000000,inversed
3706,human,X,73000000,1579.9978,gorilla,X,77000000,inversed
3719,human,6,89000000,1751.6812,gorilla,6,91000000,inversed
3723,human,1,123000000,1412.3354,gorilla,1,130000000,inversed
3728,human,16,19000000,1272.1255,gorilla,16,21000000,inversed
3747,human,6,23000000,292.66794,gorilla,X,72000000,same
3751,human,12,50000000,1930.7905,gorilla,12,50000000,inversed
3771,human,1,114000000,1648.1538,gorilla,1,118000000,inversed
3776,human,13,31000000,1724.0903,gorilla,13,31000000,inversed
3782,human,4,25000000,1599.3241,gorilla,4,25000000,inversed
