sp,chr,loc,score,msp,mchr,mloc,color
gorilla,16,22950000,592,human,16,20200000,inversed
chimp,16,38550000,2647,gorilla,16,38850000,inversed
chimp,16,41050000,2670,human,16,33250000,same orientation
chimp,16,68200000,2684,human,16,66600000,inversed
chimp,16,68200000,287,human,16,44950000,inversed
gorilla,16,42850000,1849,human,16,39000000,same orientation
gorilla,16,42850000,809,human,16,38950000,same orientation
gorilla,16,10250000,2648,chimp,16,10250000,same orientation
gorilla,16,10250000,1325,human,16,9850000,same orientation
gorilla,16,10250000,1158,human,16,9900000,same orientation
human,16,21750000,1769,gorilla,16,24300000,same orientation
human,16,21750000,1259,gorilla,16,24250000,same orientation
gorilla,16,24900000,2877,chimp,16,26200000,inversed
chimp,16,17850000,2752,human,16,16100000,inversed
chimp,16,62650000,2515,human,16,60450000,same orientation
chimp,16,62650000,1047,gorilla,16,65050000,same orientation
chimp,16,62650000,826,gorilla,16,65000000,same orientation
gorilla,16,18000000,2645,human,16,16600000,inversed
human,16,9650000,2864,chimp,16,10000000,same orientation
human,16,9650000,2683,gorilla,16,10000000,same orientation
human,16,41300000,3317,chimp,16,32300000,inversed
human,16,38900000,2842,chimp,16,34700000,inversed
gorilla,16,58800000,2088,human,16,54550000,same orientation
gorilla,16,58800000,2015,chimp,16,56550000,same orientation
gorilla,16,54100000,2547,human,16,50000000,same orientation
gorilla,16,54100000,1934,chimp,16,51850000,same orientation
gorilla,16,54100000,806,chimp,16,51800000,same orientation
gorilla,16,54100000,278,human,16,49950000,same orientation
chimp,16,57900000,986,gorilla,16,64700000,same orientation
chimp,16,57900000,555,gorilla,16,60350000,same orientation
chimp,16,57900000,533,gorilla,16,60100000,same orientation
gorilla,16,77700000,2413,human,16,72850000,same orientation
gorilla,16,77700000,2288,chimp,16,75350000,same orientation
human,16,14800000,957,gorilla,16,29900000,same orientation
human,16,14800000,826,chimp,16,21450000,same orientation
human,16,14800000,276,chimp,16,79800000,same orientation
human,16,17400000,864,gorilla,16,23050000,inversed
human,16,17400000,321,chimp,16,29200000,inversed
human,16,17400000,292,chimp,16,81450000,inversed
human,16,18100000,2476,chimp,16,19100000,same orientation
human,16,18100000,1311,gorilla,16,20150000,same orientation
human,16,18100000,923,gorilla,16,20100000,same orientation
human,16,46200000,2039,gorilla,16,50250000,same orientation
human,16,46200000,1802,chimp,16,48050000,same orientation
human,16,46200000,1367,chimp,16,48000000,same orientation
human,16,46200000,645,gorilla,16,50300000,same orientation
human,16,23800000,2605,gorilla,16,26450000,same orientation
gorilla,16,35350000,3401,human,16,31400000,inversed
human,16,52400000,2659,chimp,16,54300000,same orientation
human,16,52400000,1313,gorilla,16,56600000,same orientation
human,16,52400000,988,gorilla,16,56550000,same orientation
chimp,16,79850000,778,gorilla,16,34500000,inversed
chimp,16,79850000,661,gorilla,16,34450000,inversed
chimp,16,79850000,384,human,16,30350000,inversed
gorilla,16,63450000,2471,chimp,16,59250000,inversed
gorilla,16,63450000,426,chimp,16,59200000,inversed
gorilla,16,63100000,2652,human,16,58600000,same orientation
gorilla,16,63100000,418,human,16,58550000,same orientation
chimp,16,11500000,2706,human,16,11100000,same orientation
chimp,16,11500000,1551,gorilla,16,11450000,same orientation
chimp,16,11500000,791,gorilla,16,11500000,same orientation
human,16,57150000,1843,gorilla,16,61550000,same orientation
gorilla,16,66450000,2204,chimp,16,64100000,same orientation
gorilla,16,66450000,373,chimp,16,64050000,same orientation
chimp,16,35550000,2296,gorilla,16,41900000,inversed
chimp,16,35550000,2158,human,16,38050000,inversed
chimp,16,35550000,789,human,16,38100000,inversed
chimp,16,35550000,564,gorilla,16,41950000,inversed
chimp,16,65200000,3492,human,16,69550000,inversed
chimp,16,18950000,2495,gorilla,16,19950000,same orientation
chimp,16,18950000,2380,human,16,17900000,same orientation
chimp,16,18950000,655,human,16,17950000,same orientation
chimp,16,14050000,2555,gorilla,16,14200000,same orientation
chimp,16,14050000,2549,human,16,13600000,same orientation
gorilla,16,45250000,2320,human,16,41350000,same orientation
gorilla,16,17850000,2685,chimp,16,17200000,same orientation
gorilla,16,29900000,1627,human,16,26900000,inversed
gorilla,16,29900000,932,chimp,16,15300000,inversed
gorilla,16,29900000,594,chimp,16,79800000,inversed
gorilla,16,29900000,481,human,16,26950000,inversed
gorilla,16,29900000,477,human,16,20650000,inversed
gorilla,16,29900000,456,chimp,16,80350000,inversed
gorilla,16,29900000,442,chimp,16,21350000,inversed
gorilla,16,29900000,427,chimp,16,80300000,inversed
gorilla,16,29900000,421,chimp,16,81200000,inversed
chimp,16,33500000,3153,human,16,40100000,inversed
chimp,16,33500000,1352,gorilla,16,44050000,inversed
chimp,16,33500000,1238,gorilla,16,44000000,inversed
human,16,74750000,2551,gorilla,16,79650000,same orientation
human,16,74750000,631,chimp,16,77500000,same orientation
chimp,16,69550000,2115,gorilla,16,71900000,same orientation
chimp,16,37650000,2558,human,16,34850000,same orientation
human,16,59750000,2013,gorilla,16,63950000,inversed
human,16,59750000,1122,gorilla,16,63900000,inversed
chimp,16,9700000,2757,human,16,9300000,same orientation
chimp,16,9700000,2677,gorilla,16,9700000,same orientation
human,16,22300000,3195,chimp,16,26250000,inversed
human,16,22300000,663,gorilla,16,24850000,inversed
human,16,43750000,2062,gorilla,16,47750000,same orientation
human,16,43750000,1439,chimp,16,45550000,same orientation
human,16,43750000,978,chimp,16,45500000,same orientation
human,16,74400000,2659,chimp,16,76800000,inversed
human,16,24350000,2611,chimp,16,24100000,inversed
human,16,24350000,420,chimp,16,24150000,inversed
human,16,60150000,1165,gorilla,16,64700000,same orientation
human,16,60150000,1047,chimp,16,59150000,same orientation
human,16,60150000,760,chimp,16,58050000,same orientation
gorilla,16,51450000,2029,chimp,16,49200000,same orientation
gorilla,16,51450000,1587,human,16,47350000,same orientation
gorilla,16,51450000,1158,human,16,47400000,same orientation
gorilla,16,51450000,663,chimp,16,49250000,same orientation
human,16,68800000,2373,gorilla,16,68350000,inversed
human,16,68800000,1555,chimp,16,66000000,inversed
human,16,68800000,1145,chimp,16,65950000,inversed
human,16,61550000,2449,chimp,16,70250000,same orientation
gorilla,16,50050000,3039,chimp,16,47800000,same orientation
gorilla,16,50050000,2016,human,16,45950000,same orientation
gorilla,16,50050000,921,human,16,46000000,same orientation
gorilla,16,18650000,2369,human,16,15950000,inversed
human,16,41550000,3072,chimp,16,32050000,inversed
human,16,100000,578,chimp,16,2850000,same orientation
human,16,100000,575,gorilla,16,2800000,same orientation
human,16,42350000,2835,chimp,16,44100000,same orientation
human,16,42350000,2716,gorilla,16,46300000,same orientation
human,16,10950000,2478,gorilla,16,11300000,same orientation
human,16,10950000,2155,chimp,16,11350000,same orientation
human,16,10950000,599,chimp,16,11300000,same orientation
human,16,17250000,1637,gorilla,16,17350000,inversed
human,16,17250000,1195,chimp,16,16700000,inversed
human,16,17250000,697,chimp,16,16750000,inversed
human,16,17250000,486,gorilla,16,19150000,inversed
chimp,16,53850000,1684,human,16,51950000,same orientation
chimp,16,53850000,1487,gorilla,16,56100000,same orientation
chimp,16,53850000,1280,human,16,51900000,same orientation
chimp,16,53850000,1270,gorilla,16,56050000,same orientation
chimp,16,8300000,2478,gorilla,16,8250000,same orientation
chimp,16,8300000,1415,human,16,7950000,same orientation
chimp,16,8300000,1308,human,16,7900000,same orientation
chimp,16,64850000,1496,gorilla,16,67200000,same orientation
chimp,16,64850000,1453,gorilla,16,67250000,same orientation
gorilla,16,65250000,531,human,16,60650000,inversed
gorilla,16,65250000,523,chimp,16,62850000,inversed
chimp,16,68150000,1449,gorilla,16,70550000,same orientation
chimp,16,68150000,1163,gorilla,16,70500000,same orientation
gorilla,16,35500000,3096,human,16,31250000,inversed
gorilla,16,44650000,2047,human,16,40700000,same orientation
gorilla,16,44650000,333,human,16,40750000,same orientation
human,16,75350000,2477,chimp,16,77700000,same orientation
human,16,27950000,2094,gorilla,16,31100000,same orientation
human,16,27950000,1595,chimp,16,29250000,same orientation
human,16,27950000,905,chimp,16,29300000,same orientation
chimp,16,15450000,636,gorilla,16,18950000,same orientation
chimp,16,15450000,333,human,16,14850000,same orientation
chimp,16,15450000,283,gorilla,16,17150000,same orientation
human,16,56550000,1899,chimp,16,62150000,same orientation
human,16,56550000,692,chimp,16,62200000,same orientation
gorilla,16,67050000,2731,chimp,16,64650000,same orientation
gorilla,16,67050000,409,chimp,16,64700000,same orientation
gorilla,16,63200000,1815,chimp,16,59500000,inversed
gorilla,16,63200000,783,chimp,16,59450000,inversed
chimp,16,35300000,3155,gorilla,16,42150000,inversed
chimp,16,35300000,2989,human,16,38300000,inversed
chimp,16,35300000,373,human,16,38350000,inversed
chimp,16,10100000,1750,human,16,9700000,same orientation
chimp,16,10100000,1669,gorilla,16,10100000,same orientation
chimp,16,10100000,857,human,16,9750000,same orientation
chimp,16,10100000,719,gorilla,16,10050000,same orientation
chimp,16,65450000,3198,human,16,69300000,inversed
gorilla,16,56500000,394,human,16,52300000,inversed
gorilla,16,56500000,382,chimp,16,54250000,inversed
human,16,53000000,2636,chimp,16,54950000,same orientation
human,16,53000000,2628,gorilla,16,57300000,same orientation
gorilla,16,62500000,2930,human,16,58000000,same orientation
chimp,16,250000,1948,human,16,2400000,same orientation
chimp,16,250000,521,human,16,2450000,same orientation
human,16,59100000,3381,gorilla,16,64600000,inversed
gorilla,16,79800000,1615,human,16,75750000,inversed
gorilla,16,79800000,1563,chimp,16,77350000,inversed
gorilla,16,79800000,871,chimp,16,77400000,inversed
gorilla,16,79800000,864,human,16,75700000,inversed
gorilla,16,13900000,1604,human,16,13350000,same orientation
gorilla,16,13900000,1599,chimp,16,13800000,same orientation
gorilla,16,41300000,1717,human,16,37450000,same orientation
gorilla,16,41300000,990,human,16,37500000,same orientation
chimp,16,33350000,2838,human,16,40250000,inversed
chimp,16,33350000,2013,gorilla,16,44200000,inversed
chimp,16,33350000,746,gorilla,16,44150000,inversed
human,16,22550000,2303,chimp,16,25950000,inversed
human,16,22550000,349,chimp,16,26000000,inversed
gorilla,16,24900000,1834,human,16,22300000,same orientation
gorilla,16,24900000,754,human,16,22350000,same orientation
gorilla,16,76300000,2371,human,16,71500000,same orientation
gorilla,16,76300000,1910,chimp,16,73950000,same orientation
gorilla,16,76300000,294,chimp,16,74000000,same orientation
gorilla,16,28000000,1908,human,16,25300000,same orientation
gorilla,16,28000000,700,human,16,25250000,same orientation
human,16,47600000,2885,chimp,16,49450000,same orientation
human,16,47600000,2269,gorilla,16,51650000,same orientation
human,16,47600000,801,gorilla,16,51700000,same orientation
human,16,47600000,489,chimp,16,49400000,same orientation
human,16,19500000,2074,gorilla,16,21550000,same orientation
human,16,19500000,1759,chimp,16,20500000,same orientation
human,16,19500000,938,chimp,16,20550000,same orientation
chimp,16,18050000,1073,gorilla,16,18650000,inversed
chimp,16,18050000,634,gorilla,16,18700000,inversed
chimp,16,18050000,465,human,16,15950000,inversed
human,16,64000000,2881,chimp,16,72750000,same orientation
gorilla,16,55500000,2770,human,16,51350000,same orientation
gorilla,16,55500000,2661,chimp,16,53250000,same orientation
human,16,74250000,1668,chimp,16,76950000,inversed
human,16,8250000,2367,chimp,16,8600000,same orientation
human,16,8250000,2238,gorilla,16,8600000,same orientation
chimp,16,79200000,1600,human,16,62800000,same orientation
chimp,16,79200000,540,human,16,62850000,same orientation
chimp,16,27100000,1525,human,16,20800000,same orientation
chimp,16,27100000,1082,human,16,20850000,same orientation
human,16,24500000,2115,chimp,16,23950000,inversed
human,16,24500000,513,chimp,16,24000000,inversed
chimp,16,63250000,2107,human,16,61050000,same orientation
chimp,16,63250000,1581,gorilla,16,65600000,same orientation
chimp,16,63250000,755,gorilla,16,65650000,same orientation
chimp,16,63250000,619,human,16,61000000,same orientation
human,16,61600000,1922,gorilla,16,75700000,inversed
human,16,61600000,869,gorilla,16,75650000,inversed
chimp,16,31850000,1956,human,16,30400000,same orientation
chimp,16,31850000,972,gorilla,16,34650000,same orientation
chimp,16,31850000,891,human,16,30850000,same orientation
chimp,16,31850000,772,gorilla,16,34700000,same orientation
chimp,16,31850000,624,human,16,30800000,same orientation
chimp,16,31850000,592,gorilla,16,34600000,same orientation
chimp,16,31850000,522,human,16,30750000,same orientation
chimp,16,31850000,511,human,16,30350000,same orientation
gorilla,16,68250000,2866,human,16,68900000,inversed
gorilla,16,38500000,2274,human,16,36100000,inversed
gorilla,16,38500000,1939,chimp,16,38900000,inversed
gorilla,16,38500000,792,chimp,16,38950000,inversed
gorilla,16,38500000,478,human,16,36150000,inversed
chimp,16,22900000,2203,gorilla,16,28250000,inversed
chimp,16,22900000,1943,human,16,25550000,inversed
chimp,16,22900000,935,human,16,25500000,inversed
human,16,31150000,3436,chimp,16,42350000,inversed
human,16,31150000,1184,gorilla,16,35600000,inversed
human,16,31150000,491,chimp,16,42400000,inversed
human,16,31150000,465,chimp,16,42300000,inversed
human,16,31150000,287,chimp,16,42250000,inversed
human,16,31150000,276,gorilla,16,33700000,inversed
human,16,31150000,256,gorilla,16,33150000,inversed
gorilla,16,11650000,2537,chimp,16,11650000,same orientation
gorilla,16,11650000,2127,human,16,11250000,same orientation
gorilla,16,11850000,379,chimp,16,11850000,inversed
human,16,72950000,2056,chimp,16,75450000,same orientation
human,16,72950000,1644,gorilla,16,77750000,same orientation
human,16,72950000,581,chimp,16,75400000,same orientation
human,16,72950000,471,gorilla,16,77800000,same orientation
gorilla,16,17800000,1944,human,16,16800000,inversed
gorilla,16,17800000,902,human,16,16750000,inversed
chimp,16,40450000,1965,human,16,32700000,same orientation
chimp,16,40450000,399,human,16,32650000,same orientation
chimp,16,40450000,254,gorilla,16,19350000,same orientation
human,16,37100000,2090,gorilla,16,37450000,inversed
human,16,37100000,767,gorilla,16,37500000,inversed
chimp,16,24950000,2257,gorilla,16,26150000,inversed
chimp,16,24950000,1778,human,16,23500000,inversed
chimp,16,24950000,786,human,16,23550000,inversed
chimp,16,24950000,355,gorilla,16,26200000,inversed
human,16,67650000,1618,gorilla,16,69500000,inversed
human,16,67650000,1516,chimp,16,67150000,inversed
human,16,67650000,968,chimp,16,67100000,inversed
human,16,67650000,809,gorilla,16,69550000,inversed
gorilla,16,32050000,2080,human,16,28850000,same orientation
gorilla,16,32050000,1546,chimp,16,30150000,same orientation
gorilla,16,32050000,824,chimp,16,30200000,same orientation
gorilla,16,32050000,347,human,16,28800000,same orientation
gorilla,16,32050000,296,chimp,16,63700000,same orientation
gorilla,16,32050000,282,human,16,44850000,same orientation
gorilla,16,32050000,280,chimp,16,40550000,same orientation
human,16,34550000,2723,chimp,16,37300000,same orientation
human,16,65800000,3218,chimp,16,69050000,inversed
human,16,65800000,2634,gorilla,16,71400000,inversed
chimp,16,26700000,2435,human,16,21850000,inversed
chimp,16,26700000,1778,gorilla,16,24400000,inversed
chimp,16,26700000,657,gorilla,16,24350000,inversed
human,16,6400000,2324,gorilla,16,6700000,same orientation
human,16,6400000,1546,chimp,16,6750000,same orientation
human,16,6400000,859,chimp,16,6700000,same orientation
chimp,16,77450000,1912,human,16,75800000,same orientation
chimp,16,77450000,623,gorilla,16,79700000,same orientation
chimp,16,29750000,2324,human,16,28400000,same orientation
chimp,16,29750000,2209,gorilla,16,31600000,same orientation
gorilla,16,45100000,2853,chimp,16,32400000,inversed
gorilla,16,45100000,368,chimp,16,32350000,inversed
gorilla,16,78550000,1917,human,16,73650000,same orientation
gorilla,16,78550000,1343,chimp,16,76200000,same orientation
gorilla,16,78550000,409,chimp,16,21950000,same orientation
gorilla,16,26650000,1991,human,16,23950000,same orientation
gorilla,16,26650000,676,human,16,24000000,same orientation
gorilla,16,43150000,2438,chimp,16,34350000,inversed
human,16,45950000,2876,chimp,16,47750000,same orientation
human,16,45950000,2337,gorilla,16,50000000,same orientation
human,16,45950000,421,chimp,16,61850000,same orientation
human,16,49050000,2546,gorilla,16,53150000,same orientation
human,16,49050000,1983,chimp,16,50900000,same orientation
human,16,49050000,1085,chimp,16,50850000,same orientation
human,16,17350000,2978,chimp,16,18350000,same orientation
human,16,17350000,1679,gorilla,16,19350000,same orientation
human,16,17350000,1519,chimp,16,80650000,same orientation
human,16,17350000,1306,gorilla,16,19300000,same orientation
human,16,17350000,602,chimp,16,80700000,same orientation
chimp,16,54250000,2112,gorilla,16,56500000,same orientation
chimp,16,54250000,1648,human,16,52300000,same orientation
chimp,16,54250000,1187,human,16,52350000,same orientation
human,16,1500000,1798,gorilla,16,1200000,inversed
human,16,1500000,696,gorilla,16,1150000,inversed
human,16,63850000,2176,gorilla,16,73400000,inversed
human,16,63850000,542,gorilla,16,73350000,inversed
chimp,16,3000000,971,gorilla,16,29850000,same orientation
chimp,16,3000000,776,gorilla,16,15350000,same orientation
chimp,16,3000000,622,gorilla,16,17050000,same orientation
chimp,16,3000000,589,human,16,14750000,same orientation
chimp,16,3000000,561,gorilla,16,29600000,same orientation
chimp,16,3000000,519,gorilla,16,15300000,same orientation
chimp,16,3000000,434,gorilla,16,17000000,same orientation
chimp,16,3000000,285,gorilla,16,29450000,same orientation
chimp,16,70000000,2466,gorilla,16,76000000,inversed
gorilla,16,23300000,2311,chimp,16,78850000,same orientation
gorilla,16,23300000,969,chimp,16,80950000,same orientation
gorilla,16,26100000,2516,chimp,16,25000000,inversed
gorilla,16,26100000,348,human,16,23500000,inversed
gorilla,16,71900000,2434,chimp,16,69550000,same orientation
human,16,12600000,1021,chimp,16,13000000,same orientation
human,16,12600000,543,gorilla,16,13100000,same orientation
human,16,12600000,314,chimp,16,12950000,same orientation
human,16,12600000,304,gorilla,16,43150000,same orientation
human,16,12600000,297,gorilla,16,53100000,same orientation
human,16,12600000,289,chimp,16,46750000,same orientation
chimp,16,51700000,2892,human,16,49850000,same orientation
chimp,16,51700000,2854,gorilla,16,53950000,same orientation
chimp,16,6550000,2316,human,16,6200000,same orientation
chimp,16,6550000,1734,gorilla,16,6500000,same orientation
human,16,31000000,321,gorilla,16,43150000,same orientation
human,16,31000000,274,chimp,16,31800000,same orientation
gorilla,16,5550000,2054,chimp,16,5600000,same orientation
gorilla,16,5550000,1059,human,16,5300000,same orientation
gorilla,16,5550000,884,human,16,5250000,same orientation
gorilla,16,70600000,1677,human,16,66600000,inversed
gorilla,16,70600000,911,human,16,66550000,inversed
human,16,3150000,2845,chimp,16,3400000,same orientation
human,16,3150000,2540,gorilla,16,3300000,same orientation
human,16,29500000,736,gorilla,16,34200000,inversed
human,16,29500000,466,gorilla,16,34150000,inversed
human,16,29500000,386,gorilla,16,19350000,inversed
human,16,29500000,294,chimp,16,31850000,inversed
human,16,29500000,289,gorilla,16,33400000,inversed
human,16,29500000,271,chimp,16,40700000,inversed
chimp,16,72100000,1839,human,16,63350000,same orientation
chimp,16,72100000,840,human,16,63300000,same orientation
chimp,16,38300000,834,gorilla,16,39150000,inversed
chimp,16,68450000,2923,human,16,66350000,inversed
chimp,16,49800000,3039,human,16,47950000,same orientation
chimp,16,49800000,1566,gorilla,16,52050000,same orientation
chimp,16,49800000,1200,gorilla,16,52000000,same orientation
gorilla,16,72850000,2301,chimp,16,73150000,inversed
gorilla,16,72850000,1582,human,16,64400000,inversed
gorilla,16,72850000,1231,human,16,64350000,inversed
gorilla,16,72850000,303,chimp,16,73100000,inversed
chimp,16,45100000,2633,human,16,43300000,same orientation
chimp,16,45100000,2561,gorilla,16,47300000,same orientation
human,16,58300000,2233,gorilla,16,62800000,same orientation
human,16,58300000,251,gorilla,16,19350000,same orientation
chimp,16,41900000,3341,human,16,31450000,inversed
chimp,16,41900000,253,human,16,31500000,inversed
gorilla,16,1300000,1603,human,16,1400000,inversed
gorilla,16,1300000,1483,chimp,16,1350000,inversed
gorilla,16,1300000,773,human,16,1350000,inversed
gorilla,16,37500000,294,human,16,58100000,same orientation
gorilla,16,37500000,291,human,16,41500000,same orientation
gorilla,16,37500000,289,human,16,49000000,same orientation
gorilla,16,37500000,280,chimp,16,46750000,same orientation
gorilla,16,37500000,274,human,16,47650000,same orientation
gorilla,16,37500000,272,human,16,44950000,same orientation
gorilla,16,69600000,2628,chimp,16,67200000,same orientation
chimp,16,38400000,3079,human,16,35600000,same orientation
chimp,16,38400000,525,gorilla,16,39000000,same orientation
chimp,16,66700000,2420,gorilla,16,69050000,same orientation
gorilla,16,14300000,2302,chimp,16,14150000,same orientation
gorilla,16,14300000,2284,human,16,13700000,same orientation
gorilla,16,74800000,2611,chimp,16,71200000,inversed
gorilla,16,74800000,2072,human,16,62450000,inversed
gorilla,16,46900000,2481,human,16,42900000,same orientation
gorilla,16,46900000,2288,chimp,16,44650000,same orientation
gorilla,16,46900000,336,chimp,16,44700000,same orientation
human,16,25600000,2677,gorilla,16,28300000,same orientation
human,16,49300000,2970,gorilla,16,53400000,same orientation
human,16,49300000,2264,chimp,16,51150000,same orientation
human,16,49300000,685,chimp,16,51100000,same orientation
chimp,16,28050000,1841,gorilla,16,29400000,inversed
chimp,16,28050000,437,gorilla,16,29350000,inversed
chimp,16,78700000,2004,human,16,3100000,inversed
chimp,16,78700000,1282,gorilla,16,3300000,inversed
chimp,16,78700000,1060,gorilla,16,3250000,inversed
chimp,16,78700000,649,human,16,3150000,inversed
gorilla,16,78600000,2359,human,16,73700000,same orientation
gorilla,16,78600000,1900,chimp,16,76250000,same orientation
gorilla,16,78600000,522,chimp,16,76200000,same orientation
gorilla,16,26500000,1676,human,16,23800000,same orientation
gorilla,16,26500000,1096,human,16,23850000,same orientation
chimp,16,3350000,2356,human,16,3100000,same orientation
chimp,16,3350000,2054,gorilla,16,3250000,same orientation
chimp,16,58800000,1928,human,16,59750000,same orientation
chimp,16,58800000,1112,human,16,59800000,same orientation
chimp,16,54100000,2550,gorilla,16,56350000,same orientation
chimp,16,54100000,1553,human,16,52150000,same orientation
chimp,16,54100000,1277,human,16,52200000,same orientation
gorilla,16,57900000,1925,human,16,53550000,same orientation
gorilla,16,57900000,1876,chimp,16,55550000,same orientation
gorilla,16,57900000,348,chimp,16,55500000,same orientation
gorilla,16,57900000,315,human,16,53600000,same orientation
chimp,16,80050000,607,human,16,19900000,inversed
chimp,16,80050000,577,human,16,29700000,inversed
human,16,34600000,2757,chimp,16,37350000,same orientation
chimp,16,77700000,2421,human,16,75300000,same orientation
chimp,16,29400000,2506,gorilla,16,31250000,same orientation
chimp,16,29400000,2375,human,16,28050000,same orientation
chimp,16,29400000,640,human,16,28100000,same orientation
human,16,6750000,2111,gorilla,16,7050000,same orientation
human,16,6750000,1894,chimp,16,7100000,same orientation
human,16,6750000,495,chimp,16,7050000,same orientation
chimp,16,40700000,2757,human,16,32900000,same orientation
chimp,16,40700000,356,human,16,32950000,same orientation
gorilla,16,36250000,3288,human,16,33450000,inversed
gorilla,16,36250000,1995,chimp,16,41200000,inversed
gorilla,16,36250000,1193,chimp,16,41250000,inversed
gorilla,16,66500000,3055,human,16,70600000,inversed
chimp,16,55450000,515,gorilla,16,57800000,inversed
gorilla,16,32300000,2523,chimp,16,30400000,same orientation
gorilla,16,32300000,1971,human,16,29050000,same orientation
gorilla,16,32300000,558,human,16,29100000,same orientation
chimp,16,63100000,2295,human,16,60900000,same orientation
chimp,16,63100000,1113,gorilla,16,65500000,same orientation
gorilla,16,60550000,1715,chimp,16,62100000,inversed
gorilla,16,60550000,1429,human,16,56500000,inversed
gorilla,16,60550000,782,human,16,56450000,inversed
human,16,69100000,2592,gorilla,16,68050000,inversed
human,16,69100000,2261,chimp,16,65650000,inversed
human,16,69100000,536,chimp,16,65700000,inversed
human,16,39650000,3178,chimp,16,33950000,inversed
gorilla,16,11500000,2501,human,16,11100000,same orientation
gorilla,16,11500000,2377,chimp,16,11500000,same orientation
chimp,16,66300000,1306,human,16,68500000,inversed
chimp,16,66300000,1024,human,16,68450000,inversed
chimp,16,36450000,3336,human,16,37200000,inversed
chimp,16,36450000,2972,gorilla,16,41000000,inversed
chimp,16,38750000,2551,human,16,35950000,same orientation
chimp,16,66450000,1718,gorilla,16,68800000,same orientation
chimp,16,66450000,709,gorilla,16,68750000,same orientation
human,16,25550000,2869,gorilla,16,28250000,same orientation
gorilla,16,18950000,1268,chimp,16,15500000,same orientation
gorilla,16,18950000,588,chimp,16,15450000,same orientation
gorilla,16,18950000,327,human,16,14850000,same orientation
gorilla,16,14050000,2302,chimp,16,13900000,same orientation
gorilla,16,14050000,2263,human,16,13450000,same orientation
chimp,16,45250000,2643,human,16,43450000,same orientation
chimp,16,45250000,2291,gorilla,16,47450000,same orientation
chimp,16,17850000,1991,gorilla,16,18500000,same orientation
chimp,16,17850000,674,gorilla,16,18450000,same orientation
gorilla,16,69550000,2599,chimp,16,67150000,same orientation
human,16,54950000,2560,chimp,16,56950000,same orientation
human,16,54950000,1973,gorilla,16,59200000,same orientation
chimp,16,60350000,1892,gorilla,16,62300000,inversed
chimp,16,60350000,725,human,16,57850000,inversed
chimp,16,60350000,602,human,16,57800000,inversed
human,16,58050000,2529,gorilla,16,62550000,same orientation
human,16,58050000,711,gorilla,16,62500000,same orientation
gorilla,16,78100000,300,human,16,73200000,inversed
gorilla,16,5600000,1372,human,16,5300000,same orientation
gorilla,16,5600000,1298,chimp,16,5650000,same orientation
gorilla,16,28650000,2679,chimp,16,22500000,inversed
human,16,63950000,2869,chimp,16,72700000,same orientation
human,16,31350000,1042,gorilla,16,32800000,same orientation
human,16,21200000,2579,gorilla,16,23600000,inversed
chimp,16,72250000,1904,human,16,63500000,same orientation
chimp,16,72250000,728,human,16,63450000,same orientation
chimp,16,20850000,2786,human,16,19800000,same orientation
chimp,16,20850000,1795,gorilla,16,21900000,same orientation
chimp,16,20850000,916,gorilla,16,21850000,same orientation
human,16,58800000,1693,chimp,16,59400000,inversed
human,16,58800000,1303,chimp,16,59350000,inversed
human,16,3200000,2344,chimp,16,3450000,same orientation
human,16,3200000,2041,gorilla,16,3350000,same orientation
human,16,12550000,968,chimp,16,12950000,same orientation
human,16,12550000,738,gorilla,16,13050000,same orientation
human,16,12550000,627,chimp,16,12900000,same orientation
human,16,12550000,502,gorilla,16,13000000,same orientation
gorilla,16,80650000,2164,human,16,74950000,inversed
human,16,27250000,2080,gorilla,16,30900000,inversed
human,16,27250000,384,chimp,16,28550000,inversed
chimp,16,6600000,2405,human,16,6250000,same orientation
chimp,16,6600000,2381,gorilla,16,6550000,same orientation
chimp,16,51450000,3019,human,16,49600000,same orientation
chimp,16,51450000,2719,gorilla,16,53700000,same orientation
human,16,32600000,3058,gorilla,16,37100000,inversed
chimp,16,71900000,2100,gorilla,16,74100000,inversed
chimp,16,71900000,511,gorilla,16,74150000,inversed
human,16,62150000,2378,gorilla,16,75100000,inversed
gorilla,16,35900000,1534,chimp,16,42650000,same orientation
gorilla,16,35900000,1446,chimp,16,42700000,same orientation
gorilla,16,35900000,1239,chimp,16,42750000,same orientation
gorilla,16,35900000,966,chimp,16,31700000,same orientation
gorilla,16,35900000,749,chimp,16,31750000,same orientation
gorilla,16,35900000,735,chimp,16,43300000,same orientation
gorilla,16,35900000,705,human,16,30300000,same orientation
gorilla,16,39000000,1543,chimp,16,38400000,same orientation
gorilla,16,39000000,941,human,16,35650000,same orientation
gorilla,16,39000000,833,human,16,35600000,same orientation
chimp,16,58450000,3179,gorilla,16,64250000,inversed
gorilla,16,42850000,2119,chimp,16,34600000,inversed
gorilla,16,42850000,686,chimp,16,34650000,inversed
gorilla,16,67300000,2654,chimp,16,64900000,same orientation
human,16,56600000,2068,chimp,16,62200000,same orientation
human,16,56600000,346,chimp,16,62250000,same orientation
chimp,16,68200000,1598,gorilla,16,70550000,same orientation
chimp,16,68200000,921,gorilla,16,70600000,same orientation
gorilla,16,44800000,2224,chimp,16,32700000,inversed
gorilla,16,44800000,411,chimp,16,32650000,inversed
human,16,64100000,1792,gorilla,16,73150000,inversed
human,16,64100000,816,gorilla,16,73100000,inversed
